Date,Open,High,Low,Close,Volume,Adj Close
2010-12-23,33.10,33.25,33.10,33.10,000,33.10
2010-12-22,33.10,33.25,33.10,33.10,000,33.10
2010-12-21,32.80,33.15,32.80,32.80,000,32.80
2010-12-20,32.60,32.60,32.60,32.60,900,32.60
2010-12-17,32.75,33.10,32.75,32.75,000,32.75
2010-12-16,32.80,32.80,32.80,32.80,100,32.80
2010-12-15,32.90,33.05,32.90,32.90,000,32.90
2010-12-14,33.15,33.15,33.15,33.15,300,33.15
2010-12-13,33.00,33.00,33.00,33.00,300,33.00
2010-12-10,32.65,33.00,32.65,32.65,000,32.65
2010-12-09,32.90,33.20,32.90,32.90,000,32.90
2010-12-08,32.65,32.95,32.65,32.65,000,32.65
2010-12-07,33.00,33.00,33.00,33.00,100,33.00
2010-12-06,32.95,33.30,32.95,32.95,000,32.95
2010-12-03,33.05,33.05,33.05,33.05,100,33.05
2010-12-02,32.60,32.85,32.60,32.60,000,32.60
2010-12-01,31.90,32.20,31.90,31.90,000,31.90
2010-11-30,31.60,31.95,31.60,31.60,000,31.60
2010-11-29,31.90,32.40,31.90,31.90,000,31.90
2010-11-26,31.70,32.05,31.70,31.70,000,31.70
2010-11-25,32.35,32.35,32.35,32.35,100,32.35
2010-11-24,32.05,32.05,32.05,32.05,300,32.05
2010-11-23,31.95,32.15,31.95,31.95,000,31.95
2010-11-22,33.05,33.05,33.05,33.05,5700,33.05
2010-11-19,32.70,32.95,32.70,32.70,000,32.70
2010-11-18,32.65,32.65,32.65,32.65,1800,32.65
2010-11-17,31.75,32.05,31.75,31.75,000,31.75
2010-11-16,32.30,32.65,32.30,32.30,000,32.30
2010-11-15,33.25,33.25,33.10,33.10,2300,33.10
2010-11-12,33.40,33.40,33.15,33.15,800,33.15
2010-11-11,33.80,33.95,33.80,33.80,000,33.80
2010-11-10,33.90,34.05,33.90,33.90,000,33.90
2010-11-09,34.00,34.00,34.00,34.00,200,34.00
2010-11-08,34.40,34.40,34.40,34.40,200,34.40
2010-11-05,34.50,34.50,34.40,34.45,8900,34.45
2010-11-04,33.70,33.95,33.70,33.70,000,33.70
2010-11-03,33.20,33.65,33.20,33.20,000,33.20
2010-11-02,33.00,33.30,33.00,33.00,000,33.00
2010-11-01,32.95,33.25,32.95,32.95,000,32.95
2010-10-29,32.55,32.55,32.55,32.55,200,32.55
2010-10-28,32.25,32.40,32.25,32.25,000,32.25
2010-10-27,32.65,32.65,32.65,32.65,800,32.65
2010-10-26,32.50,32.65,32.50,32.50,000,32.50
2010-10-25,32.90,32.90,32.90,32.90,200,32.90
2010-10-22,32.30,32.65,32.30,32.30,000,32.30
2010-10-21,31.50,32.70,31.50,31.50,000,31.50
