Date,Open,High,Low,Close,Volume,Adj Close
2010-12-22,29.65,29.95,29.65,29.65,000,29.65
2010-12-21,30.20,30.25,30.20,30.25,200000,30.25
2010-12-20,29.70,29.85,29.70,29.70,000,29.70
2010-12-17,30.00,30.30,30.00,30.00,000,30.00
2010-12-16,29.60,29.90,29.60,29.60,000,29.60
2010-12-15,30.60,30.60,30.60,30.60,100,30.60
2010-12-14,30.40,30.70,30.40,30.40,000,30.40
2010-12-13,30.40,30.70,30.40,30.40,000,30.40
2010-12-10,29.85,30.05,29.85,29.85,000,29.85
2010-12-09,29.55,29.85,29.55,29.55,000,29.55
2010-12-08,30.45,30.45,29.80,29.80,60000,29.80
2010-12-07,30.10,30.80,30.10,30.10,000,30.10
2010-12-06,29.85,30.15,29.85,29.85,000,29.85
2010-12-03,30.20,30.55,30.20,30.20,000,30.20
2010-12-02,29.90,30.20,29.90,29.90,000,29.90
2010-12-01,29.65,29.95,29.65,29.65,000,29.65
2010-11-30,29.60,29.90,29.60,29.60,000,29.60
2010-11-29,29.90,30.20,29.90,29.90,000,29.90
2010-11-26,29.95,30.25,29.95,29.95,000,29.95
2010-11-25,30.50,30.80,30.50,30.50,000,30.50
2010-11-24,29.95,30.25,29.95,29.95,000,29.95
2010-11-23,29.40,29.70,29.40,29.40,000,29.40
2010-11-22,30.30,30.60,30.30,30.30,000,30.30
2010-11-19,30.40,31.10,30.40,30.40,000,30.40
2010-11-18,30.35,30.35,30.35,30.35,300,30.35
2010-11-17,30.25,30.55,30.25,30.25,000,30.25
2010-11-16,30.70,30.70,30.65,30.65,300,30.65
2010-11-15,31.95,32.05,31.95,31.95,000,31.95
2010-11-12,31.35,32.05,31.35,31.35,000,31.35
2010-11-11,33.35,33.65,33.35,33.35,000,33.35
2010-11-10,33.20,33.50,33.20,33.20,000,33.20
2010-11-09,33.55,33.85,33.55,33.55,000,33.55
2010-11-08,34.05,34.30,34.05,34.05,000,34.05
2010-11-05,33.80,34.10,33.80,33.80,000,33.80
2010-11-04,33.55,33.85,33.55,33.55,000,33.55
2010-11-03,32.95,33.25,32.95,32.95,000,32.95
2010-11-02,32.70,33.00,32.70,32.70,000,32.70
2010-11-01,32.95,33.25,32.95,32.95,000,32.95
2010-10-29,31.80,32.10,31.80,31.80,000,31.80
2010-10-28,31.90,32.20,31.90,31.90,000,31.90
2010-10-27,32.20,32.50,32.20,32.20,000,32.20
2010-10-26,32.75,33.05,32.75,32.75,000,32.75
2010-10-25,33.30,33.60,33.30,33.30,000,33.30
2010-10-22,32.35,32.65,32.35,32.35,000,32.35
2010-10-21,32.45,32.75,32.45,32.45,000,32.45
2010-10-20,32.90,33.20,32.90,32.90,000,32.90
2010-10-19,33.45,33.75,33.45,33.45,000,33.45
2010-10-18,33.25,33.55,33.25,33.25,000,33.25
2010-10-15,33.75,33.75,33.75,33.75,68000,33.75
2010-10-14,32.65,32.95,32.65,32.65,000,32.65
2010-10-13,32.05,32.35,32.05,32.05,000,32.05
2010-10-12,31.45,31.75,31.45,31.45,000,31.45
2010-10-11,31.50,31.80,31.50,31.50,000,31.50
2010-10-08,30.20,30.50,30.20,30.20,000,30.20
2010-10-07,29.70,29.70,29.70,29.70,120000,29.70
2010-10-06,29.70,30.00,29.70,29.70,000,29.70
2010-10-05,29.10,29.40,29.10,29.10,000,29.10
2010-10-04,28.95,28.95,28.95,28.95,120000,28.95
2010-09-30,28.70,29.00,28.70,28.70,000,28.70
2010-09-29,28.25,28.55,28.25,28.25,000,28.25
2010-09-28,28.30,28.60,28.30,28.30,000,28.30
2010-09-27,28.70,29.00,28.70,28.70,000,28.70
2010-09-24,28.25,28.55,28.25,28.25,000,28.25
2010-09-22,28.10,28.10,28.10,28.10,3000,28.10
2010-09-21,28.30,28.30,28.30,28.30,3000,28.30
2010-09-20,27.95,28.25,27.95,27.95,000,27.95
2010-09-17,28.00,28.30,28.00,28.00,000,28.00
2010-09-16,27.85,28.15,27.85,27.85,000,27.85
2010-09-15,27.90,28.20,27.90,27.90,000,27.90
2010-09-14,28.20,28.50,28.20,28.20,000,28.20
2010-09-13,28.15,28.45,28.15,28.15,000,28.15
2010-09-10,28.00,28.30,28.00,28.00,000,28.00
2010-09-09,28.25,28.55,28.25,28.25,000,28.25
2010-09-08,28.75,29.05,28.75,28.75,000,28.75
2010-09-07,29.20,29.50,29.20,29.20,000,29.20
2010-09-06,29.05,29.35,29.05,29.05,000,29.05
2010-09-03,27.75,28.45,27.75,27.75,000,27.75
2010-09-02,28.15,28.45,28.15,28.15,000,28.15
2010-09-01,27.95,28.65,27.95,27.95,000,27.95
2010-08-31,28.00,28.30,28.00,28.00,000,28.00
2010-08-30,28.40,28.70,28.40,28.40,000,28.40
2010-08-27,28.55,28.55,28.50,28.50,50000,28.50
2010-08-26,28.20,28.70,28.20,28.20,000,28.20
2010-08-25,28.85,28.85,28.60,28.60,70000,28.60
2010-08-24,29.05,29.35,29.05,29.05,000,29.05
2010-08-23,28.95,29.25,28.95,28.95,000,28.95
2010-08-20,29.30,29.60,29.30,29.30,000,29.30
2010-08-19,29.00,30.05,29.00,29.00,000,29.00
2010-08-18,29.40,29.70,29.40,29.40,000,29.40
2010-08-17,29.60,29.90,29.60,29.60,000,29.60
2010-08-16,29.45,29.75,29.45,29.45,000,29.45
2010-08-13,29.05,29.35,29.05,29.05,000,29.05
2010-08-12,28.80,29.10,28.80,28.80,000,28.80
2010-08-11,29.15,29.45,29.15,29.15,000,29.15
2010-08-10,29.10,29.40,29.10,29.10,000,29.10
2010-08-09,29.70,30.00,29.70,29.70,000,29.70
2010-08-06,29.70,30.00,29.70,29.70,000,29.70
2010-08-05,29.50,29.50,29.50,29.50,30700,29.50
2010-08-04,29.80,30.10,29.80,29.90,92800,29.90
2010-08-03,30.25,30.25,29.95,29.95,800,29.95
2010-08-02,30.50,30.80,30.50,30.50,000,30.50
2010-07-30,30.20,30.50,30.20,30.20,000,30.20
2010-07-29,30.50,30.60,30.50,30.60,3100,30.60
2010-07-28,30.50,30.80,30.50,30.50,000,30.50
2010-07-27,29.85,30.10,29.85,29.85,000,29.85
2010-07-26,30.20,30.20,29.95,29.95,80000,29.95
2010-07-23,30.05,30.10,30.05,30.10,100000,30.10
2010-07-22,29.80,29.80,29.80,29.80,20000,29.80
2010-07-21,29.65,29.90,29.65,29.65,000,29.65
2010-07-20,29.50,29.55,29.50,29.50,000,29.50
2010-07-19,29.05,29.35,29.05,29.05,000,29.05
2010-07-16,28.55,28.85,28.55,28.55,000,28.55
2010-07-15,28.60,28.60,28.60,28.60,50000,28.60
2010-07-14,28.95,29.25,28.95,28.95,000,28.95
2010-07-13,28.80,29.10,28.80,28.80,000,28.80
2010-07-12,29.15,29.45,29.15,29.15,000,29.15
2010-07-09,28.90,29.20,28.90,28.90,000,28.90
2010-07-08,28.30,28.55,28.30,28.30,000,28.30
2010-07-07,28.30,28.60,28.30,28.30,000,28.30
2010-07-06,28.30,28.60,28.30,28.30,000,28.30
2010-07-05,27.95,28.35,27.95,27.95,000,27.95
2010-07-02,28.05,28.05,28.05,28.05,10000,28.05
2010-06-30,28.20,28.55,28.20,28.20,000,28.20
2010-06-29,29.00,29.00,29.00,29.00,10000,29.00
2010-06-28,29.10,29.30,29.10,29.10,000,29.10
2010-06-25,29.10,29.40,29.10,29.10,000,29.10
2010-06-24,29.05,29.05,28.80,28.80,10300,28.80
2010-06-23,28.85,29.15,28.85,28.85,000,28.85
2010-06-22,29.25,29.55,29.25,29.25,000,29.25
2010-06-21,29.25,29.55,29.25,29.25,000,29.25
2010-06-18,28.20,28.50,28.20,28.20,000,28.20
2010-06-17,28.30,28.60,28.30,28.30,000,28.30
2010-06-15,28.10,28.40,28.10,28.10,000,28.10
2010-06-14,28.20,28.50,28.20,28.20,000,28.20
2010-06-11,27.90,28.20,27.90,27.90,000,27.90
2010-06-10,27.85,28.15,27.85,27.85,000,27.85
2010-06-09,28.50,28.80,28.50,28.50,000,28.50
2010-06-08,28.00,28.00,28.00,28.00,1100,28.00
2010-06-07,28.05,28.05,28.05,28.05,40000,28.05
2010-06-04,28.55,28.85,28.55,28.55,000,28.55
2010-06-03,28.80,28.80,28.80,28.80,3000,28.80
2010-06-02,28.20,28.50,28.20,28.20,000,28.20
2010-06-01,28.30,28.60,28.30,28.30,000,28.30
2010-05-31,28.50,28.80,28.50,28.50,000,28.50
2010-05-28,29.85,29.85,29.15,29.15,4000,29.15
2010-05-27,28.35,28.35,28.35,28.35,35200,28.35
2010-05-26,28.75,28.75,28.65,28.65,43400,28.65
2010-05-25,29.00,29.00,29.00,29.00,3000,29.00
2010-05-24,29.65,29.65,29.65,29.65,3000,29.65
2010-05-20,28.35,28.35,28.35,28.35,500,28.35
2010-05-19,28.80,29.05,28.80,28.80,000,28.80
2010-05-18,28.80,28.80,28.80,28.80,1000,28.80
2010-05-17,29.00,29.00,29.00,29.00,300,29.00
2010-05-14,30.05,30.05,29.80,29.80,170000,29.80
2010-05-13,30.30,30.60,30.30,30.30,000,30.30
2010-05-12,28.40,30.05,28.40,28.40,000,28.40
2010-05-11,28.75,29.75,28.75,28.80,700,28.80
2010-05-10,29.00,29.60,29.00,29.50,172500,29.50
2010-05-07,28.80,29.10,28.80,28.90,307700,28.90
