Date,Open,High,Low,Close,Volume,Adj Close
2007-05-09,34.95,35.00,34.95,35.00,300,35.00
2007-05-08,35.15,35.15,35.10,35.10,3800,35.10
2007-05-07,35.10,35.25,35.10,35.20,4500,35.20
2007-05-04,34.75,34.85,34.70,34.85,14500,34.85
2007-05-03,34.50,34.60,34.50,34.60,2400,34.60
2007-05-02,34.35,34.35,34.25,34.25,1500,34.25
2007-04-30,34.10,34.15,34.10,34.15,2400,34.15
2007-04-27,34.45,34.45,34.35,34.40,6300,34.40
2007-04-26,34.70,34.75,34.70,34.70,14900,34.70
2007-04-25,34.45,34.45,34.45,34.45,000,34.45
2007-04-24,34.35,34.45,34.30,34.45,15000,34.45
2007-04-23,34.60,34.65,34.50,34.55,10800,34.55
2007-04-20,34.25,34.35,34.25,34.30,16400,34.30
2007-04-19,34.60,34.60,33.90,33.95,10500,33.95
2007-04-18,34.65,34.65,34.65,34.65,000,34.65
