Date,Open,High,Low,Close,Volume,Adj Close
2010-12-22,243.00,243.00,243.00,243.00,100,243.00
2010-12-21,242.40,242.40,242.40,242.40,100,242.40
2010-12-20,239.00,239.00,239.00,239.00,000,239.00
2010-12-17,239.00,241.20,239.00,239.00,000,239.00
2010-12-16,239.60,239.60,239.60,239.60,000,239.60
2010-12-15,243.00,243.00,243.00,243.00,100,243.00
2010-12-14,247.40,247.40,247.40,247.40,200,247.40
2010-12-13,244.20,247.00,244.20,244.20,000,244.20
2010-12-10,250.00,250.00,245.40,245.80,4400,245.80
2010-12-09,244.00,246.00,244.00,244.00,000,244.00
2010-12-08,244.60,245.80,244.60,244.60,000,244.60
2010-12-07,248.20,248.20,248.20,248.20,000,248.20
2010-12-06,245.00,247.00,245.00,245.00,000,245.00
2010-12-03,247.40,249.00,247.40,247.40,000,247.40
2010-12-02,249.60,251.80,249.60,249.60,000,249.60
2010-12-01,246.60,248.80,246.60,246.60,000,246.60
2010-11-30,244.60,246.80,244.60,244.60,000,244.60
2010-11-29,246.40,248.40,246.40,246.40,000,246.40
2010-11-26,244.80,247.00,244.80,244.80,000,244.80
2010-11-25,246.80,249.40,246.80,246.80,000,246.80
2010-11-24,245.80,248.20,245.80,245.80,000,245.80
2010-11-23,245.60,247.20,245.60,245.60,000,245.60
2010-11-22,235.00,253.80,235.00,235.00,000,235.00
2010-11-19,250.60,253.80,250.60,250.60,000,250.60
2010-11-18,235.00,253.80,235.00,235.00,000,235.00
2010-11-17,250.00,251.80,250.00,251.80,2000,251.80
2010-11-16,251.80,251.80,251.80,251.80,000,251.80
2010-11-15,257.80,257.80,257.80,257.80,000,257.80
2010-11-12,263.00,263.00,263.00,263.00,2000,263.00
2010-11-11,267.00,268.00,267.00,267.00,000,267.00
2010-11-10,264.00,264.00,264.00,264.00,100,264.00
2010-11-09,266.20,268.20,266.20,266.20,000,266.20
2010-11-08,270.00,270.00,270.00,270.00,200,270.00
2010-11-05,266.80,269.00,266.80,266.80,000,266.80
2010-11-04,264.00,266.00,264.00,264.00,000,264.00
2010-11-03,261.40,263.20,261.40,261.40,000,261.40
2010-11-02,256.60,258.20,256.60,256.60,000,256.60
2010-11-01,255.60,257.80,255.60,255.60,000,255.60
2010-10-29,250.80,250.80,250.80,250.80,100,250.80
2010-10-28,250.80,255.60,250.80,250.80,000,250.80
2010-10-27,255.00,255.00,255.00,255.00,300,255.00
2010-10-26,258.80,261.40,258.80,258.80,000,258.80
2010-10-25,258.80,261.20,258.80,258.80,000,258.80
2010-10-22,257.60,259.20,257.60,257.60,000,257.60
2010-10-21,259.00,261.40,259.00,259.00,000,259.00
2010-10-20,257.20,259.60,257.20,257.20,000,257.20
2010-10-19,259.80,261.60,259.80,259.80,000,259.80
2010-10-18,256.20,258.20,256.20,256.20,000,256.20
2010-10-15,259.80,261.60,259.80,259.80,000,259.80
2010-10-14,259.00,259.00,258.00,258.00,400,258.00
2010-10-13,246.80,256.00,246.80,246.80,000,246.80
2010-10-12,250.00,250.00,250.00,250.00,500,250.00
2010-10-11,249.60,251.80,249.60,249.60,000,249.60
2010-10-08,246.00,248.40,246.00,246.00,000,246.00
2010-10-07,245.60,248.00,245.60,245.60,000,245.60
2010-10-06,244.00,248.40,244.00,244.00,000,244.00
2010-10-05,243.80,244.40,243.40,244.40,6000,244.40
2010-10-04,243.20,245.60,243.20,243.20,000,243.20
2010-09-30,240.00,242.20,240.00,240.00,000,240.00
2010-09-29,240.60,243.00,240.60,240.60,000,240.60
2010-09-28,235.40,237.80,235.40,235.40,000,235.40
2010-09-27,238.00,240.60,238.00,238.00,000,238.00
2010-09-24,235.60,238.20,235.60,235.60,000,235.60
2010-09-22,235.60,238.00,235.60,235.60,000,235.60
2010-09-21,236.20,238.60,236.20,236.20,000,236.20
2010-09-20,236.20,238.20,236.20,236.20,000,236.20
2010-09-17,236.20,238.40,236.20,236.20,000,236.20
2010-09-16,232.00,234.00,232.00,232.00,000,232.00
2010-09-15,235.40,235.40,235.40,235.40,1500,235.40
2010-09-14,234.40,236.80,234.40,234.40,000,234.40
2010-09-13,233.80,236.20,233.80,233.80,000,233.80
2010-09-10,229.00,231.40,229.00,229.00,000,229.00
2010-09-09,228.60,231.00,228.60,228.60,000,228.60
2010-09-08,227.00,229.40,227.00,227.00,000,227.00
2010-09-07,231.60,233.80,231.60,231.60,000,231.60
2010-09-06,231.20,233.40,231.20,231.20,000,231.20
2010-09-03,228.20,230.40,228.20,228.20,000,228.20
2010-09-02,226.00,228.40,226.00,226.00,000,226.00
