Date,Open,High,Low,Close,Volume,Adj Close
2010-12-22,55.45,55.50,55.45,55.45,7000,55.45
2010-12-21,54.50,54.65,54.50,54.65,7200,54.65
2010-12-20,54.70,54.70,54.70,54.70,900,54.70
2010-12-17,54.70,54.80,54.70,54.80,10500,54.80
2010-12-16,54.70,54.70,54.70,54.70,14000,54.70
2010-12-15,55.80,55.80,55.65,55.65,11800,55.65
2010-12-14,55.80,55.90,55.80,55.90,400,55.90
2010-12-13,55.05,55.15,55.05,55.05,000,55.05
2010-12-10,55.00,55.00,54.85,54.90,4200,54.90
2010-12-09,55.40,55.55,55.40,55.55,3900,55.55
2010-12-08,55.80,55.80,55.60,55.60,3300,55.60
2010-12-07,56.65,56.80,56.65,56.80,4000,56.80
2010-12-06,56.60,56.60,56.60,56.60,3000,56.60
2010-12-03,56.15,56.20,56.15,56.20,2300,56.20
2010-12-02,55.55,55.55,55.55,55.55,800,55.55
2010-12-01,53.90,54.00,53.90,54.00,800,54.00
2010-11-30,54.30,54.30,54.30,54.30,900,54.30
2010-11-29,54.50,54.55,54.50,54.50,7300,54.50
2010-11-26,55.10,55.10,55.00,55.00,1300,55.00
2010-11-25,55.25,55.25,55.25,55.25,100,55.25
2010-11-24,53.95,54.10,53.90,54.05,26500,54.05
2010-11-23,55.35,55.40,54.95,54.95,17000,54.95
2010-11-22,56.95,56.95,56.80,56.80,2900,56.80
2010-11-19,56.40,56.55,56.40,56.40,3100,56.40
2010-11-18,55.50,55.75,55.50,55.70,1500,55.70
2010-11-17,54.80,54.80,54.55,54.60,12300,54.60
2010-11-16,55.75,55.75,55.60,55.70,9300,55.70
2010-11-15,56.00,56.00,56.00,56.00,14100,56.00
2010-11-12,57.00,57.00,56.20,56.25,11900,56.25
2010-11-11,57.70,57.70,57.15,57.35,3900,57.35
2010-11-10,58.50,58.50,57.55,57.70,10700,57.70
2010-11-09,58.95,58.95,58.50,58.55,15100,58.55
2010-11-08,60.00,60.00,58.95,59.00,5200,59.00
2010-11-05,59.50,59.65,59.45,59.55,11000,59.55
2010-11-04,57.90,57.90,57.70,57.90,4200,57.90
2010-11-03,57.70,57.90,57.70,57.90,21700,57.90
2010-11-02,56.90,57.15,56.90,57.15,1500,57.15
2010-11-01,56.75,56.90,56.75,56.90,4600,56.90
2010-10-29,55.80,55.85,55.75,55.85,600,55.85
2010-10-28,55.70,55.85,55.70,55.85,7600,55.85
2010-10-27,57.55,57.55,56.50,56.50,1900,56.50
2010-10-26,56.50,56.50,56.10,56.45,7500,56.45
2010-10-25,56.40,56.40,55.65,56.05,15500,56.05
