Date,Open,High,Low,Close,Volume,Adj Close
2007-05-09,12.76,12.76,12.76,12.76,000,12.76
2007-05-08,12.78,12.78,12.76,12.76,1000,12.76
2007-05-07,12.74,12.76,12.74,12.76,6000,12.76
2007-05-04,12.66,12.68,12.66,12.68,14200,12.68
2007-05-03,12.64,12.64,12.64,12.64,200,12.64
2007-05-02,12.62,12.62,12.62,12.62,000,12.62
2007-04-30,12.62,12.62,12.62,12.62,000,12.62
2007-04-27,12.66,12.66,12.62,12.62,13300,12.62
2007-04-26,12.68,12.68,12.68,12.68,10000,12.68
2007-04-25,12.54,12.54,12.54,12.54,000,12.54
2007-04-24,12.58,12.58,12.54,12.54,8000,12.54
2007-04-23,12.62,12.62,12.60,12.60,5500,12.60
2007-04-20,12.50,12.50,12.50,12.50,000,12.50
2007-04-19,12.60,12.60,12.50,12.50,11800,12.50
2007-04-18,12.56,12.56,12.56,12.56,000,12.56
