Date,Open,High,Low,Close,Volume,Adj Close
2010-12-22,1047.00,1058.00,1047.00,1047.00,000,1047.00
2010-12-21,1038.00,1050.00,1038.00,1038.00,000,1038.00
2010-12-20,1029.00,1029.00,1025.00,1025.00,500,1025.00
2010-12-17,1036.00,1047.00,1036.00,1036.00,000,1036.00
2010-12-16,1024.00,1024.00,1024.00,1024.00,000,1024.00
2010-12-15,1023.00,1032.00,1023.00,1023.00,000,1023.00
2010-12-14,1037.00,1046.00,1037.00,1037.00,000,1037.00
2010-12-13,1007.00,1019.00,1007.00,1007.00,000,1007.00
2010-12-10,1015.00,1022.00,1015.00,1015.00,000,1015.00
2010-12-09,1017.00,1028.00,1017.00,1017.00,000,1017.00
2010-12-08,1050.00,1051.00,1050.00,1051.00,500,1051.00
2010-12-07,1041.00,1052.00,1041.00,1041.00,000,1041.00
2010-12-06,1047.00,1059.00,1047.00,1059.00,2500,1059.00
2010-12-03,1047.00,1047.00,1047.00,1047.00,000,1047.00
2010-12-02,1041.00,1050.00,1041.00,1041.00,000,1041.00
2010-12-01,1000.00,1027.00,1000.00,1000.00,000,1000.00
2010-11-30,999.00,999.00,993.00,993.00,900,993.00
2010-11-29,988.00,996.50,988.00,993.50,600,993.50
2010-11-26,991.00,1002.00,991.00,991.00,000,991.00
2010-11-25,1011.00,1011.00,1010.00,1010.00,100,1010.00
2010-11-24,1011.00,1036.00,1011.00,1011.00,000,1011.00
2010-11-23,1040.00,1040.00,1014.00,1014.00,000,1014.00
2010-11-22,1039.00,1039.00,1035.00,1035.00,600,1035.00
2010-11-19,1040.00,1050.00,1040.00,1040.00,000,1040.00
2010-11-18,1046.00,1046.00,1045.00,1045.00,1000,1045.00
2010-11-17,1036.00,1041.00,1036.00,1036.00,000,1036.00
2010-11-16,1062.00,1062.00,1050.00,1050.00,000,1050.00
2010-11-15,1077.00,1077.00,1075.00,1075.00,1500,1075.00
2010-11-12,1118.00,1118.00,1077.00,1082.00,4500,1082.00
2010-11-11,1117.00,1118.00,1113.00,1118.00,3000,1118.00
2010-11-10,1121.00,1129.00,1121.00,1126.00,2000,1126.00
2010-11-09,1125.00,1125.00,1125.00,1125.00,000,1125.00
2010-11-08,1130.00,1140.00,1130.00,1138.00,1300,1138.00
2010-11-05,1133.00,1144.00,1132.00,1135.00,4000,1135.00
2010-11-04,1109.00,1109.00,1109.00,1109.00,500,1109.00
2010-11-03,1093.00,1098.00,1091.00,1092.00,3000,1092.00
2010-11-02,1087.00,1088.00,1087.00,1088.00,500,1088.00
2010-11-01,1079.00,1082.00,1079.00,1082.00,500,1082.00
2010-10-29,1066.00,1066.00,1060.00,1060.00,1200,1060.00
2010-10-28,1066.00,1066.00,1066.00,1066.00,500,1066.00
2010-10-27,1069.00,1070.00,1069.00,1070.00,200,1070.00
2010-10-26,1090.00,1090.00,1090.00,1090.00,000,1090.00
