Date,Open,High,Low,Close,Volume,Adj Close
2010-12-22,26.65,26.65,26.65,26.65,18000,26.65
2010-12-21,26.35,26.50,26.35,26.35,000,26.35
2010-12-20,26.10,26.40,26.10,26.10,000,26.10
2010-12-17,27.10,27.10,27.10,27.10,1500,27.10
2010-12-16,26.20,27.10,26.20,26.20,000,26.20
2010-12-15,26.70,26.70,26.20,26.20,2200,26.20
2010-12-14,26.20,26.20,26.20,26.20,100,26.20
2010-12-13,26.10,26.20,26.10,26.20,3500,26.20
2010-12-10,25.85,27.10,25.85,25.85,000,25.85
2010-12-09,26.20,26.20,26.20,26.20,12000,26.20
2010-12-08,26.15,26.15,26.00,26.00,3100,26.00
2010-12-07,26.20,26.20,26.20,26.20,100,26.20
2010-12-06,25.75,27.10,25.75,25.75,000,25.75
2010-12-03,25.50,25.50,25.50,25.50,2500,25.50
2010-12-02,24.80,25.50,24.80,24.80,000,24.80
2010-12-01,24.20,27.10,24.20,24.20,000,24.20
2010-11-30,24.05,27.10,24.05,24.05,000,24.05
2010-11-29,24.35,27.10,24.35,24.35,000,24.35
2010-11-26,24.20,27.10,24.20,24.20,000,24.20
2010-11-25,24.05,25.00,24.05,24.05,000,24.05
2010-11-24,23.75,27.10,23.75,23.75,000,23.75
2010-11-23,23.75,27.10,23.75,23.75,000,23.75
2010-11-22,24.40,27.10,24.40,24.40,000,24.40
2010-11-19,24.20,24.20,24.20,24.20,100,24.20
2010-11-18,23.75,24.10,23.75,23.75,000,23.75
2010-11-17,23.40,24.10,23.40,23.40,000,23.40
2010-11-16,24.00,27.10,24.00,24.00,000,24.00
2010-11-15,24.30,27.10,24.30,24.30,000,24.30
2010-11-12,24.40,24.40,24.30,24.30,2600,24.30
2010-11-11,25.10,25.10,25.10,25.10,100,25.10
2010-11-10,25.20,25.20,25.00,25.00,12500,25.00
2010-11-09,25.00,25.00,24.75,24.75,500,24.75
2010-11-08,25.15,25.20,25.10,25.15,23500,25.15
2010-11-05,25.05,25.15,25.00,25.15,4700,25.15
2010-11-04,24.60,27.00,24.60,24.60,000,24.60
2010-11-03,24.65,24.65,24.65,24.65,600,24.65
2010-11-02,24.00,24.80,24.00,24.00,000,24.00
2010-11-01,23.80,24.65,23.80,23.80,000,23.80
2010-10-29,23.85,23.85,23.85,23.85,1800,23.85
2010-10-28,23.85,24.20,23.85,23.85,000,23.85
2010-10-27,24.10,25.00,24.10,24.10,000,24.10
2010-10-26,24.25,24.55,24.25,24.25,000,24.25
2010-10-25,23.50,24.80,23.50,23.50,000,23.50
2010-10-22,23.10,24.55,23.10,23.10,000,23.10
2010-10-21,23.00,24.15,23.00,23.00,000,23.00
2010-10-20,23.50,23.85,23.50,23.50,000,23.50
2010-10-19,23.10,24.45,23.10,23.10,000,23.10
2010-10-18,23.40,23.90,23.40,23.40,000,23.40
2010-10-15,24.20,24.25,24.20,24.25,1000,24.25
2010-10-14,24.40,24.65,24.40,24.40,000,24.40
2010-10-13,23.95,24.30,23.95,23.95,000,23.95
2010-10-12,24.00,24.00,24.00,24.00,500,24.00
2010-10-11,24.10,24.10,24.10,24.10,8000,24.10
2010-10-08,23.65,24.00,23.65,23.65,000,23.65
2010-10-07,24.30,24.30,24.30,24.30,2200,24.30
2010-10-06,24.05,24.35,24.05,24.05,000,24.05
2010-10-05,22.70,23.80,22.70,22.70,000,22.70
2010-10-04,23.45,23.45,23.45,23.45,1000,23.45
2010-09-30,22.75,22.75,22.75,22.75,300,22.75
2010-09-29,21.60,22.85,21.60,21.60,000,21.60
