Date,DayofWeek,O,H,L,Adj_C,Vol,HKHalfday,HKTurnover,HKVol,HKDeal
2004-01-15,4,13336.18,13385.25,13198.92,13249.81,251476000,0,20002143303,15475174659,181592
2004-01-16,5,13229.89,13290.39,13136.92,13167.76,307013800,0,21982011507,16607951264,184529
2004-01-19,1,13187,13253.31,13098.26,13253.31,223116000,0,17062505449,10790896736,142747
2004-01-20,2,13280.27,13584.12,13268.63,13570.43,406946200,0,23584114987,14964825961,211977
2004-01-21,3,13631.42,13776.85,13631.42,13750.58,359264000,1,17308253558,10814620384,150248
2004-01-26,1,13756.76,13764.54,13666.09,13727.27,349394400,0,19679747490,14258045424,190769
2004-01-27,2,13737.56,13780.71,13550.77,13761.88,503585600,0,24560132714,17920391557,213148
2004-01-28,3,13668.43,13669.88,13400.29,13431.78,463639000,0,21783590266,16640696408,206544
2004-01-29,4,13226.88,13340.91,13168.43,13334.01,486013400,0,21891213132,15184346159,194715
2004-01-30,5,13315.02,13353.85,13225.33,13289.37,365242200,0,18603568207,14308072045,167651
2004-02-02,1,13158.26,13158.26,12985.7,12999.98,321621200,0,17930739447,15121774458,179907
2004-02-03,2,12921.78,13094.88,12877.09,13090.01,344279200,0,19401355077,16058661984,182069
2004-02-04,3,13058.07,13168.5,13036.11,13086.73,247102000,0,15744172643,14617029229,149588
2004-02-05,4,13063,13116.98,12982.75,13030.94,196512800,0,16270737049,13906378724,136387
2004-02-06,5,13070.22,13320.85,13070.22,13309.6,280968200,0,19898949512,15785245995,191422
2004-02-09,1,13437.21,13586.26,13437.21,13576.68,356736200,0,23166964559,18907234715,233951
2004-02-10,2,13558.28,13623.3,13490.35,13515.66,369965600,0,20960438215,19000249023,206400
2004-02-11,3,13592.69,13659.36,13478.69,13524.76,259032600,0,22648748358,18734686692,184648
2004-02-12,4,13680.55,13680.55,13585.41,13625.13,256107400,0,18030593744,16694303062,172434
2004-02-13,5,13587.41,13744.38,13526.16,13739.8,422472400,0,19997859290,18949258705,194257
2004-02-16,1,13727.97,13857.98,13712.6,13831.53,301144600,0,21202662687,20415868963,221722
2004-02-17,2,13854.49,13887.66,13713.71,13815.44,278327400,0,20455838836,23070415393,229298
2004-02-18,3,13948.74,13984.38,13879.53,13928.38,324416200,0,22596433693,20733997423,235478
2004-02-19,4,13871.33,13940.22,13813.37,13867.22,359352200,0,20173133794,19896304369,204083
2004-02-20,5,13889.68,13925.58,13810.34,13868.37,273567600,0,14169500088,15065204034,159886
2004-02-23,1,13849.68,13851.82,13691.09,13765.07,249659000,0,15831276338,15651464391,154097
2004-02-24,2,13743.07,13889.82,13692.89,13756.41,263184400,0,16655000418,17367419170,169241
2004-02-25,3,13773.12,13810.22,13560.85,13599.47,270160000,0,17696192842,22435811640,196870
2004-02-26,4,13618.06,13714.76,13601.93,13674.64,211186800,0,14673545940,18767982637,159412
2004-02-27,5,13722.71,13934.75,13674.29,13907.03,352016800,0,20487183356,19351524548,188288
2004-03-01,1,14021.36,14058.21,13896.57,13918.65,273032200,0,17425224933,17439246171,165127
2004-03-02,2,13906.44,13906.44,13706.1,13731.35,265249000,0,22289765336,18523605076,217446
2004-03-03,3,13553.09,13567.21,13418.39,13454.09,326820800,0,21646350964,15741678604,184416
2004-03-04,4,13472.89,13526.68,13402.67,13451.56,266665600,0,17291068761,16428928265,155851
2004-03-05,5,13434.44,13499.92,13402.82,13454.76,220556800,0,15592599064,13764833907,143145
2004-03-08,1,13549.94,13677.68,13541.47,13573.54,372530200,0,16985372774,14235904425,146994
2004-03-09,2,13544.67,13544.67,13360.13,13397.25,285855200,0,14970810126,14471429945,142924
2004-03-10,3,13312,13312,13129.2,13214.2,383120800,0,18599560815,15951753555,170998
2004-03-11,4,12996.76,13079.73,12979.76,13024.06,435798400,0,21433242911,15680800591,201404
2004-03-12,5,12809.67,12932.75,12730.49,12932.23,424573200,0,24412534263,19753657503,227314
2004-03-15,1,13002.32,13075.96,12912.55,12919.41,274434000,0,16643582170,16662134312,170385
2004-03-16,2,12820.37,12947.5,12791.41,12932.62,203173400,0,12413507084,14562761351,117251
2004-03-17,3,12948.49,13033.75,12889.37,12975.72,249012200,0,13970585087,15268816067,137321
2004-03-18,4,12998.69,13017.06,12787.32,12816.19,259691600,0,24370774944,19882824898,176548
2004-03-19,5,12792.67,12851.12,12715.97,12790.58,349134000,0,16292838949,16793577957,143248
2004-03-22,1,12593.42,12631.27,12529.48,12550.91,300501600,0,13822112469,11086544296,128519
2004-03-23,2,12437.17,12665.99,12424.38,12588.36,298750200,0,15353611686,14779083241,140151
2004-03-24,3,12618.87,12699.34,12612.78,12678.13,295479600,0,14569917575,11448144962,131661
2004-03-25,4,12579.92,12611.59,12480.59,12520.21,335181600,0,15315777249,12181824655,141662
2004-03-26,5,12647.72,12650.92,12470.87,12483.24,393447000,0,14747659406,13119293064,135658
2004-03-29,1,12493.36,12505.85,12400.35,12427.34,247520800,0,12668284752,10348123541,109227
2004-03-30,2,12555.93,12695.63,12469.85,12641.39,322012800,0,14187931856,13075938323,135355
2004-03-31,3,12706.7,12740.22,12580.52,12681.67,243946000,0,14090319142,12742266018,122779
2004-04-01,4,12679.43,12701.61,12609.79,12676.25,217617400,0,11630072303,11092210697,99694
2004-04-02,5,12727.13,12763.05,12680.17,12731.76,328993200,0,14706925439,14058963466,127904
2004-04-06,2,12886.11,12941.91,12833.28,12886.97,384408000,0,17440252034,12477352532,153174
2004-04-07,3,12909.73,12946.87,12869.62,12920.05,261975200,0,13899734861,11287734748,129050
2004-04-08,4,12919.04,12979.74,12858.88,12909.37,223539800,0,13073835769,12434566259,130766
2004-04-13,2,13015.24,13126.15,13014.5,13031.81,410235600,0,16039956659,12058723517,134528
2004-04-14,3,12891.68,12912.75,12664.24,12669.86,342191400,0,18673574206,15711059150,147347
2004-04-15,4,12648.64,12657.01,12358.46,12479.26,565075200,0,23932649369,18024658796,186795
2004-04-16,5,12422.17,12510.1,12404.16,12458.38,361405400,0,15130677941,13104843645,126010
2004-04-19,1,12452,12458.22,12324.81,12450,282117800,0,11717603809,12803088402,109302
2004-04-20,2,12492.99,12514.85,12346.86,12394.37,315186400,0,15430269566,16411947182,152859
2004-04-21,3,12290.9,12303.17,12182.82,12227.3,361899000,0,17624580451,16227651721,157503
2004-04-22,4,12235.99,12318.86,12091.26,12167.7,335120800,0,16813739684,15809110203,144738
2004-04-23,5,12296.72,12386.14,12243.58,12383.94,315138600,0,16163776066,14626393868,140486
2004-04-26,1,12304.87,12309.46,12091.02,12132.68,346230000,0,13284726612,12870199357,121028
2004-04-27,2,12141.82,12245.76,12064.55,12154.91,238440400,0,10641004423,12931912575,107555
2004-04-28,3,12148.5,12245.37,12143.67,12165.31,223860600,0,10535986468,11036365579,90319
2004-04-29,4,11969.41,12042.07,11898.18,12005.58,385497200,0,15971302346,12607713435,149362
2004-04-30,5,11898.53,11987.15,11856.34,11942.96,424674200,0,16213700602,13359912368,149392
2004-05-03,1,11876.2,11970.05,11871.28,11950.62,176565200,0,8710325669,9248544063,80717
2004-05-04,2,11988.74,12154.18,11988.74,12098.3,343117400,0,14426939226,13143892978,120920
2004-05-05,3,12115.23,12115.23,11860.27,11950.46,324809400,0,13677876795,14233843319,118360
2004-05-06,4,11985.72,12128.9,11954.97,12010.31,289667400,0,13452157437,14971554172,115517
2004-05-07,5,11902.87,11955.35,11835.26,11910.76,246272400,0,11255145425,11710932219,99951
2004-05-10,1,11704.25,11704.25,11448.75,11485.5,454126600,0,18121395779,13566064423,168264
2004-05-11,2,11420.75,11530.42,11331.69,11508.09,334629800,0,13530062470,11435234389,121492
2004-05-12,3,11590.91,11662.21,11495.38,11528.18,411966800,0,14642376413,11442197113,125369
2004-05-13,4,11498.03,11535.99,11354.36,11396.94,299156000,0,11350617086,10144293074,105164
2004-05-14,5,11421.92,11450.89,11245.66,11276.86,279508000,0,11390191739,10559604787,122221
2004-05-17,1,11207.25,11265.27,10917.65,10967.65,424576800,0,16133224458,11338168718,142707
2004-05-18,2,11033.42,11132.69,10981.29,11072.39,364107200,0,12373260158,10097244023,114291
2004-05-19,3,11227.47,11478.07,11227.47,11469.41,492317000,0,16848012953,13603933186,151687
2004-05-20,4,11414.75,11495.61,11235.79,11339.62,368108000,0,14160204043,12942537596,127269
2004-05-21,5,11350.2,11602.27,11334.07,11576.01,287205200,0,12760967262,12828618963,125951
2004-05-24,1,11584.43,11687.38,11563.54,11662.97,221375200,0,10809261109,13274370672,119614
2004-05-25,2,11616.56,11700.59,11512.61,11692.56,238825200,0,11195535169,12983310840,116945
2004-05-27,4,11904.75,11993.58,11839.29,11983.9,377546200,0,17805286908,15431322766,163196
2004-05-28,5,12089.54,12222.26,11999.61,12116.87,438692600,0,19051499017,16445154138,180438
2004-05-31,1,12081.68,12199.4,11990.63,12198.24,231366200,0,12385764186,13529703325,113386
2004-06-01,2,12172.23,12253.26,12076.92,12105.55,206990400,0,11118291952,13193627263,118583
2004-06-02,3,12075.03,12234.71,12064.14,12201.75,227620000,0,10985747522,12336582199,108103
2004-06-03,4,12200.52,12236.2,11844.71,11929.93,361592600,0,14759774953,16194642352,157497
2004-06-04,5,11965.6,12034.51,11908.73,12022.64,213511800,0,8926092691,10544819259,92669
2004-06-07,1,12258.72,12360.81,12233.89,12326.85,346232600,0,13722406515,11443906514,128287
2004-06-08,2,12412.13,12463.26,12319.92,12344.16,292640000,0,13557272927,14515701976,142333
2004-06-09,3,12356.38,12426.69,12283.57,12339.94,246996400,0,9937762780,11683010160,103786
2004-06-10,4,12283.7,12458.96,12235.54,12422.87,350405000,0,13686078883,13480015531,129045
2004-06-11,5,12439.19,12440.84,12336.55,12396.39,221738600,0,11140848676,13128226371,117148
2004-06-14,1,12430.2,12538.65,12053.65,12076.57,349841200,0,14857065145,17160756194,150149
2004-06-15,2,12039.24,12165.91,12001.91,12050.69,242400000,0,10980514283,14358182586,121180
2004-06-16,3,12245.71,12260.38,12095.7,12161.78,198920000,0,14374512393,13884163186,127650
2004-06-17,4,12135.57,12201.83,12036.72,12082.86,220752800,0,11777671897,13643848514,118704
2004-06-18,5,11960.05,11960.05,11789.45,11855.55,346784800,0,15346794931,14322297429,153435
2004-06-21,1,11997.32,11999.48,11781.82,11845.59,227272200,0,10515638708,11637953559,98123
2004-06-23,3,11860.23,11919.68,11786.64,11849.77,245706600,0,11017534175,12587849393,100530
2004-06-24,4,11923.99,12177.35,11904.42,12163.68,363437200,0,18269499101,14613237815,154137
2004-06-25,5,12159.87,12207.12,12070.76,12185.52,226927400,0,12364414863,12078463268,115328
2004-06-28,1,12142.36,12229.8,12092.82,12194.6,178159200,0,11107283939,11367602835,99439
2004-06-29,2,12167.82,12190.57,12037.96,12116.3,200209000,0,9921530876,11274659613,103386
2004-06-30,3,12199.18,12328.48,12199.18,12285.75,317051600,0,14866541519,13748047014,132771
2004-07-02,5,12052.36,12246.75,12051.05,12220.13,256919800,0,12552595510,12367536616,121431
2004-07-05,1,12160.22,12258.1,12130.02,12252.11,140232600,0,9144487573,11475271954,96293
2004-07-06,2,12274.11,12336.62,12210.38,12284.08,224291400,0,12875276102,14793814246,129643
2004-07-07,3,12174.6,12343.69,12166.06,12320.26,258531800,0,14463469393,14923069862,141176
2004-07-08,4,12295.47,12345.18,12114.91,12119.75,222685000,0,14619516456,16990218787,134588
2004-07-09,5,12157.25,12213.91,12117.46,12202.26,183325800,0,9948412184,11551869065,101018
2004-07-12,1,12227.55,12267.91,12170.17,12191.01,174971800,0,8437051437,12339240663,84834
2004-07-13,2,12191.72,12191.72,12012.74,12078.33,213628400,0,10471019669,13955597215,102098
2004-07-14,3,12062.41,12133.22,11915.47,11932.83,259401000,0,12233139881,11696156976,113285
2004-07-15,4,11931.89,11957.05,11883.93,11939.41,182479200,0,9624582643,11817564654,92860
2004-07-16,5,11868.2,12109.59,11862.68,12059.2,189842800,1,9327261859,7241775351,69130
2004-07-19,1,12079.43,12172.97,12033.22,12166.95,190229000,0,10326052117,12851037567,98430
2004-07-20,2,12098.11,12137.88,12051.97,12123.63,199153000,0,9716283522,11398673204,90022
2004-07-21,3,12248.1,12399.37,12248.1,12395.11,416101200,0,14506353929,14731604353,138097
2004-07-22,4,12295.2,12344.78,12245.82,12320.21,211908200,0,9598833032,12038491412,100829
2004-07-23,5,12286.02,12387.96,12286.02,12352.99,191673400,0,10217621507,11852614099,98360
2004-07-26,1,12242.6,12322.34,12218.59,12319.83,149541600,0,7908377997,10413324402,83653
2004-07-27,2,12273.65,12358.61,12250.17,12301.32,222351800,0,10572888547,11548817841,99108
2004-07-28,3,12378.09,12382.03,12292.34,12320.27,156750600,0,8085298604,10571253834,87019
2004-07-29,4,12265.52,12284.32,12084.68,12183.1,233020600,0,10072599086,10977931564,99596
2004-07-30,5,12290.57,12344.96,12223.87,12238.03,277494000,0,10060048908,10225311731,100986
2004-08-02,1,12233.63,12236.83,12131.76,12201.39,178931200,0,8296649744,9234124525,91216
2004-08-03,2,12405.3,12425.43,12279.64,12357.12,254464800,0,14251144595,12353945116,120187
2004-08-04,3,12269.98,12322.34,12174.09,12280.26,304769200,0,12210363805,11194986555,104257
2004-08-05,4,12319.33,12518.55,12315.64,12491.92,311346400,0,14084703290,13120916755,123656
2004-08-06,5,12403,12503.22,12391.87,12478.68,268418400,0,9960721152,10541782336,93523
2004-08-09,1,12420.73,12534.64,12415.1,12467.41,161457800,0,9332084750,10309921558,89098
2004-08-10,2,12455.49,12503.47,12367.68,12408.04,200405600,0,9852531202,11006191229,95110
2004-08-11,3,12477.41,12482.79,12324.02,12343.13,231490400,0,11185145815,11947450199,102970
2004-08-12,4,12342.32,12431.02,12271.89,12413.43,283336200,0,11464715100,12323211376,103731
2004-08-13,5,12347.36,12367.34,12278.93,12359.83,272979000,0,9088869996,11520128264,88389
2004-08-16,1,12320.77,12338.86,12150.71,12219.75,257946200,0,8900280217,10336579451,85968
2004-08-17,2,12278.69,12319.57,12220.57,12256.12,166213200,0,7378089043,9439047336,71807
2004-08-18,3,12209.52,12269.36,12194.41,12228.54,142521600,0,7824364914,10274517745,71433
2004-08-19,4,12296.58,12428.77,12289.88,12396.67,308418000,0,12743102284,13411797016,116222
2004-08-20,5,12358.56,12418.31,12320.42,12376.9,211594400,0,8770595371,10740561373,87402
2004-08-23,1,12413.77,12452.07,12385.75,12431.77,220490800,0,9293412187,10574591751,80909
2004-08-24,2,12424.34,12657.41,12409.38,12646.49,348611600,0,14997773798,14184239750,127517
2004-08-25,3,12666.76,12819.64,12666.76,12793.03,459619200,0,21122079400,17662856042,177907
2004-08-26,4,12793.08,12843.86,12720.77,12784.39,331239200,0,16168618426,15719060494,144690
2004-08-27,5,12765.08,12898.02,12765.08,12818.42,325612400,0,13999060690,14084071314,122219
2004-08-30,1,12806.64,12901.09,12802.13,12877.78,230490800,0,9533792447,9767068004,94999
2004-08-31,2,12833.35,12904.24,12806.85,12850.28,203318600,0,9470433932,10788692075,95591
2004-09-01,3,12924.13,13042.59,12924.13,13023.87,318755600,0,15077018269,15097488242,133766
2004-09-02,4,13026.71,13088.42,12979.87,12999.07,271335200,0,14618232920,14309866683,134797
2004-09-03,5,13060.56,13074.85,12934.92,12948.1,268535200,0,13635091615,13211423855,113213
2004-09-06,1,12964.7,13107.37,12942.67,13104.34,335562000,0,12499828574,15278265376,122267
2004-09-07,2,13102.97,13146.42,13058.02,13136.04,250674200,0,13766405354,15085009587,141347
2004-09-08,3,13161.81,13190.39,13013.65,13049.96,367376000,0,17408575524,20037288014,167528
2004-09-09,4,13019.96,13080.7,12905.85,12942.2,286500200,0,13117130147,16855834980,131592
2004-09-10,5,12945.5,13008,12865.06,13003.99,337555600,0,11770038485,15518825854,115345
2004-09-13,1,13079.39,13143.45,13059.18,13139.57,267778200,0,10194968445,13410840359,106373
2004-09-14,2,13147.95,13172.07,13090.23,13148.06,232067000,0,11363157276,13559557395,115833
2004-09-15,3,13127.39,13127.94,13007.63,13084.4,248985600,0,10317625726,12634511397,107153
2004-09-16,4,13044.42,13223.51,13044.42,13209.84,329039800,0,15871208022,16005481323,154665
2004-09-17,5,13243.15,13254.21,13184.38,13224.93,892766000,0,22853653359,17875576282,197100
2004-09-20,1,13236.48,13284.01,13173.52,13221.33,464480800,0,18018188785,19309522719,174363
2004-09-21,2,13212.35,13311.36,13154.99,13304.48,416891800,0,16722854173,20116488697,163997
2004-09-22,3,13314.08,13356.88,13265.17,13272.23,569692000,0,17475233017,19243447541,165417
2004-09-23,4,13198.79,13282.86,13179.13,13280.43,371459600,0,15197714601,17029274479,129416
2004-09-24,5,13236.25,13253.33,13035.16,13066.84,404185600,0,16816841187,17422126986,148325
2004-09-27,1,13053.6,13067.76,12908.1,13021.9,318864400,0,12906609164,14259716700,113695
2004-09-28,2,12933.32,12967.07,12884.4,12950.8,299312200,0,12154479414,13881046280,114761
2004-09-30,4,13056.8,13154.91,13052.38,13120.03,360964200,0,15429049934,16297396541,140609
2004-10-04,1,13347.17,13402.96,13323.29,13359.25,546654200,0,22408188528,17678476654,178767
2004-10-05,2,13366.87,13366.87,13304.17,13331.1,307410200,0,13823482364,14233320240,126894
2004-10-06,3,13378.37,13398.77,13271.55,13271.57,269407600,0,15340086908,18907703685,140474
2004-10-07,4,13333.33,13334.61,13268.77,13321.73,204195000,0,14100480006,15574382330,144653
2004-10-08,5,13291.28,13380.52,13186.21,13241.46,391198400,0,19079795883,20655680372,184334
2004-10-11,1,13240.85,13321.54,13158.54,13305.13,276751600,0,12640570887,16936801317,126116
2004-10-12,2,13244.4,13286.08,13186.97,13251.59,271624600,0,14004027587,16102603090,126944
2004-10-13,3,13242.03,13301.33,13093.98,13171.58,386337600,0,20045357301,20435188374,156224
2004-10-14,4,13024.84,13068.71,12982.29,13035.38,281154800,0,16216071852,15293352358,136771
2004-10-15,5,13021.58,13094.56,13012.84,13059.43,190253600,0,13088771491,14173419896,134169
2004-10-18,1,13074.73,13089.44,12989.83,13034.74,158319600,0,11303907394,12324049028,109844
2004-10-19,2,13108.22,13155.37,13042.62,13154.55,190995000,0,12865491538,15041973285,127336
2004-10-20,3,13094.15,13095.88,12954.87,12999.13,266327800,0,14830969083,16422632301,135280
2004-10-21,4,12997.44,13037.75,12945.3,13015.2,243030600,0,12799233787,12990323558,114130
2004-10-25,1,12816.08,12846.75,12743.42,12818.1,434971800,0,17169946659,14896552600,130421
2004-10-26,2,12841.08,12867.51,12810.76,12852.35,281120200,0,10725775921,11831329637,101077
2004-10-27,3,12880.99,12918.45,12836.49,12838.71,240927400,0,12596642844,13202897057,114568
2004-10-28,4,12973.66,13141.3,12973.36,13113.15,412756200,0,17699691076,16900348353,157046
2004-10-29,5,13027.12,13098.54,13025.07,13054.66,409074800,0,17868685950,14563940577,142312
2004-11-01,1,13039.4,13105.08,13001.32,13094.25,198432400,0,9534092132,13081451834,91599
2004-11-02,2,13160.08,13313.17,13160.08,13308.74,386278000,0,16915461550,17840059334,155084
2004-11-03,3,13316.12,13427.37,13270.2,13397.67,352714000,0,19829364064,20710208138,179495
2004-11-04,4,13485.89,13485.89,13319.69,13369.09,308467600,0,17375621682,20063138837,175946
2004-11-05,5,13497.95,13536.87,13461.11,13494.95,362388800,0,18125950396,16839433558,183592
2004-11-08,1,13536.21,13573.87,13463.72,13561.49,258320800,0,16946288021,14715719741,161732
2004-11-09,2,13542.05,13579.4,13486.29,13516.67,256349200,0,18142421602,15693693515,167091
2004-11-10,3,13563.47,13672.37,13530.33,13672.37,388797000,0,21444084542,18595174021,207828
2004-11-11,4,13657.04,13684.88,13587.23,13624.51,431508800,0,18661259521,19546963890,176073
2004-11-12,5,13750.23,13822.11,13747.56,13784.46,432967600,0,23053991685,25147925630,203279
2004-11-15,1,13906.99,13950.94,13887.91,13932.22,458188400,0,22812829531,20163414985,207297
2004-11-16,2,13926.62,13926.62,13726.79,13746.08,559131000,0,23807618350,22678388959,207831
2004-11-17,3,13787.39,13858.63,13770.27,13824.98,469039200,0,20989241712,23131192321,175428
2004-11-18,4,13853.73,13882.69,13784.86,13799.82,346010400,0,19050957899,22087021408,183781
2004-11-19,5,13853.33,13870.71,13751.3,13787.68,289249800,0,16473681980,26837101831,172672
2004-11-22,1,13646.81,13803.5,13629.78,13800.6,296837200,0,17403527051,28139883565,178405
2004-11-23,2,13809.38,14048.69,13784.05,14023.29,429572800,0,26276898188,36959338241,249209
2004-11-24,3,14001.03,14091.89,13942.35,13997.02,435074800,0,26212689288,27868258637,227404
2004-11-25,4,14009.07,14054.71,13867.96,13926.61,357165400,0,20961577452,34790127366,202719
2004-11-26,5,13922.17,14009.13,13856.1,13895.03,396691400,0,19072921389,22621991468,178447
2004-11-29,1,13979.33,14111.32,13975.19,14066.91,314580200,0,19353635466,21284685433,180225
2004-11-30,2,14059.85,14137.32,14015.71,14060.05,764496200,0,25484335745,22143428346,181217
2004-12-01,3,14005.91,14162.8,13936.51,14162.8,337997600,0,20242007613,33490111904,176653
2004-12-02,4,14311.95,14339.06,14226.2,14261.79,456472000,0,25443100629,23718585586,208177
2004-12-03,5,14264.44,14282.18,14149.69,14211.84,419050000,0,22280829929,28129725724,200336
2004-12-06,1,14256.01,14287.55,14165.65,14256.86,308151000,0,15344789567,20879130629,139038
2004-12-07,2,14196.59,14317.31,14184,14235.78,364373400,0,17497143127,20910844406,149356
2004-12-08,3,14156.71,14214.01,13984.21,14022.32,400511600,0,23756433384,25007838456,187529
2004-12-09,4,14009.24,14063.66,13910.15,14008.82,420998600,0,21503337989,23004534596,184886
2004-12-10,5,13965.06,14025.07,13869.53,13901.81,317600600,0,17531110120,22777824150,159711
2004-12-13,1,13875.37,13906.67,13760.11,13886.16,315237000,0,17059590051,19997533302,154009
2004-12-14,2,13965.07,14059.33,13950.51,14043.52,421605800,0,18756521059,24973538816,161596
2004-12-15,3,14054.01,14133.21,13997.01,14078.54,437598000,0,23854479239,26159080200,179651
2004-12-16,4,14104.25,14137.38,13977.42,14024.63,290367800,0,21935141431,33068061704,182894
2004-12-17,5,14013.49,14032.43,13905.4,13992.44,236586000,0,19661308284,31414663285,174955
2004-12-20,1,14000.18,14229.67,13957.25,14214.04,318387000,0,22581458715,32100803223,189313
2004-12-21,2,14235.38,14259.94,14135.73,14180.79,217445800,0,18098442265,31739896926,189249
2004-12-22,3,14212.7,14219.33,14117.3,14151.08,200206000,0,17435938692,27166700322,188308
2004-12-23,4,14165.64,14254.85,14134.14,14235.3,187791800,0,17139132013,24039042080,181437
2004-12-24,5,14215.75,14230.16,14178.4,14194.9,102238400,1,8644930292,14946549903,102303
2004-12-28,2,14147.93,14234.59,14096.82,14196.95,228455200,0,13264340588,22012801305,146079
2004-12-29,3,14277.53,14333.24,14226.61,14266.38,201245000,0,14455594880,23116707142,151248
2004-12-30,4,14262.34,14304.58,14158.73,14163.55,230151200,0,17763325643,24455921794,185895
2004-12-31,5,14184.83,14248.64,14168.24,14230.14,149751400,1,9723312730,20121508986,103701
2005-01-03,1,14216.04,14267.21,14150.02,14237.42,145563000,0,13606709044,38961509469,170333
2005-01-04,2,14198.51,14198.51,13991.2,14045.9,397498200,0,21360120800,40995909105,216500
2005-01-05,3,13939.02,13941.13,13709.58,13764.36,530200600,0,28044622222,40987866921,268040
2005-01-06,4,13718.79,13789.15,13672.56,13712.04,418761600,0,23146081311,44251602589,237819
2005-01-07,5,13698.16,13771.45,13403,13574.86,571206400,0,32515744417,43817160863,309720
2005-01-10,1,13573.42,13605.02,13435.43,13531.39,317377800,0,18818857646,29381240334,165455
2005-01-11,2,13609.31,13649.43,13455.31,13509.25,340797200,0,19462765494,35834178069,193007
2005-01-12,3,13456.54,13565.31,13352.71,13565.31,336973200,0,20736704902,32068588319,198901
2005-01-13,4,13570.22,13631.41,13533.01,13573.28,396311200,0,19579988176,28514406614,187021
2005-01-14,5,13509.46,13582.54,13411.31,13494.78,473364600,0,20739228129,30689191906,180877
2005-01-17,1,13529.08,13636.77,13528.11,13621.65,261016000,0,14957066398,24103331420,130547
2005-01-18,2,13621.96,13621.96,13489.99,13604.22,289845400,0,17067089098,27795190653,140904
2005-01-19,3,13634.01,13700.94,13586.34,13678.63,304025000,0,18222643848,27283715157,154455
2005-01-20,4,13550.98,13585.67,13500.58,13543.59,460342600,0,19604879109,24076674415,149294
2005-01-21,5,13495.93,13518.69,13432.46,13481.02,476200200,0,15882845855,19275228362,134984
2005-01-24,1,13449.88,13483.13,13320.53,13386.99,450783600,0,16400287211,23089323756,135816
2005-01-25,2,13378.84,13594.86,13356.24,13584.06,319826200,0,18415548985,20466557368,138830
2005-01-26,3,13599.2,13652.45,13558.03,13623.68,365578200,0,17294732633,21613767536,160005
2005-01-27,4,13636.74,13750.48,13596.41,13628.91,374447400,0,18083159644,21432142310,155166
2005-01-28,5,13633.68,13679.31,13559.98,13650.06,268381200,0,12598103633,19121504670,129559
2005-01-31,1,13625.23,13762.86,13581.19,13721.69,352642200,0,16529975118,22168974087,144735
2005-02-01,2,13714.42,13736.64,13522.43,13578.26,407254000,0,18308129932,24792484069,155606
2005-02-02,3,13573.64,13607.88,13454.4,13555.8,321787800,0,17681270899,24171543211,147177
2005-02-03,4,13525.89,13586.85,13456.14,13515.33,404907400,0,15920902064,20517279182,131775
2005-02-04,5,13495.71,13623.6,13470.48,13585.17,425729600,0,15367417021,20067240059,114885
2005-02-07,1,13749.08,13816.86,13749.08,13795,383247000,0,16127361693,24552091592,138451
2005-02-08,2,13806.56,13863.99,13788.33,13845.63,218206400,1,9432129523,10227636845,92282
2005-02-14,1,14006.54,14043.94,13943.46,14017.23,425991600,0,19125183522,16007613947,162625
2005-02-15,2,14042.38,14065.66,13978.24,13995.83,304097400,0,15407712451,17636814307,149544
2005-02-16,3,14029.5,14044.83,13962.48,14015.49,302049600,0,17095506351,21068404025,153675
2005-02-17,4,14024.13,14037.62,13936.63,13967.82,256355000,0,15328685471,22374719577,143975
2005-02-18,5,13933.92,14093.43,13898.92,14087.87,323290800,0,17167722267,24007675804,153408
2005-02-21,1,14072.41,14113.93,14045.71,14111.65,282806200,0,14089138106,19541210965,137305
2005-02-22,2,14095.89,14118.23,14022.06,14090.52,296063200,0,16459092575,21199480437,138359
2005-02-23,3,13933.72,13964.76,13907.54,13957.94,357029600,0,16730933869,21851444006,149138
2005-02-24,4,13970.64,14060.91,13956.14,14060.91,301496800,0,17046105097,20242173261,150549
2005-02-25,5,14103.12,14207.53,14103.12,14157.09,418029600,0,22434952332,24261987186,185253
2005-02-28,1,14204.86,14272.54,14141.78,14195.35,398278800,0,22865802541,22826529541,196036
2005-03-01,2,14031.22,14085.85,13954.58,14061.15,274503200,0,21903559233,25117833451,180930
2005-03-02,3,14039.85,14066.76,13817.46,13850.78,375846200,0,34617039447,29747832477,196301
2005-03-03,4,13816.82,13909.11,13785.39,13892.37,277068800,0,18403040551,20558206929,146494
2005-03-04,5,13906.01,13922.43,13692.39,13730.78,395828200,0,22530993665,25951267280,191896
2005-03-07,1,13829.84,13872.62,13749.25,13771.95,250703400,0,16767716708,24208628410,142283
2005-03-08,2,13763.14,13889.43,13736.18,13881.71,303182800,0,20735995128,25785006938,157875
2005-03-09,3,13915.36,13996.46,13871.27,13941.47,299302800,0,20096113376,23810192846,171781
2005-03-10,4,13811.36,13874.21,13742.24,13856.02,482474800,0,20593440047,25110305716,161089
2005-03-11,5,13859.89,13909.29,13781.42,13890.93,350892600,0,15329669500,23052240605,137019
2005-03-14,1,13832.94,13935.11,13816.25,13906.85,286057800,0,15264425442,23060481134,131492
2005-03-15,2,13886.83,13886.83,13763.54,13816.75,316214000,0,19463681366,23340983399,156060
2005-03-16,3,13709.85,13838.23,13647.06,13832.52,344711200,0,17781686065,22711351118,147381
2005-03-17,4,13723.25,13858.42,13699.71,13817.99,340115800,0,17796152624,23104873485,141216
