@relation QueryResult_rsi14

@attribute Date date 'yyyy-MM-dd\'T\'HH:mm:ss'
@attribute Adj_C numeric
@attribute rsi14 numeric

@data
1988-12-02T00:00:00,2667.3,65.135973
1988-12-05T00:00:00,2671.2,65.809674
1988-12-06T00:00:00,2676.6,66.767244
1988-12-07T00:00:00,2690.3,69.129475
1988-12-08T00:00:00,2680.2,65.436619
1988-12-09T00:00:00,2671.4,62.313235
1988-12-12T00:00:00,2665.9,60.373616
1988-12-13T00:00:00,2651.9,55.627124
1988-12-14T00:00:00,2642.1,52.514765
1988-12-15T00:00:00,2627.2,48.107578
1988-12-16T00:00:00,2629.1,48.698812
1988-12-19T00:00:00,2611.8,43.804907
1988-12-20T00:00:00,2608,42.787771
1988-12-21T00:00:00,2633.1,50.897954
1988-12-22T00:00:00,2642.7,53.606764
1988-12-23T00:00:00,2656.6,57.281477
1988-12-28T00:00:00,2696.4,65.667053
1988-12-29T00:00:00,2692.4,64.300912
1988-12-30T00:00:00,2687.4,62.549194
1989-01-03T00:00:00,2706.7,66.358883
1989-01-04T00:00:00,2736.8,71.267852
1989-01-05T00:00:00,2758.5,74.191715
1989-01-06T00:00:00,2766.7,75.217991
1989-01-09T00:00:00,2792.3,78.140501
1989-01-10T00:00:00,2832.4,81.767552
1989-01-11T00:00:00,2872.5,84.531589
1989-01-12T00:00:00,2879.3,84.948298
1989-01-13T00:00:00,2844,73.829267
1989-01-16T00:00:00,2856.7,75.092424
1989-01-17T00:00:00,2896.7,78.596457
1989-01-18T00:00:00,2913.1,79.848211
1989-01-19T00:00:00,2909.7,78.819048
1989-01-20T00:00:00,2897.9,75.196578
1989-01-23T00:00:00,2897.5,75.070625
1989-01-24T00:00:00,2901,75.457982
1989-01-25T00:00:00,2900.7,75.349908
1989-01-26T00:00:00,2910.6,76.543817
1989-01-27T00:00:00,2957,81.151623
1989-01-30T00:00:00,3036.5,86.166012
1989-01-31T00:00:00,3072.9,87.770289
1989-02-01T00:00:00,3060.9,84.299552
1989-02-02T00:00:00,3059.5,83.882799
1989-02-03T00:00:00,3106,86.304596
1989-02-09T00:00:00,3210,89.94405
1989-02-10T00:00:00,3184.2,83.981705
1989-02-13T00:00:00,3153.7,77.445777
1989-02-14T00:00:00,3100,67.487084
1989-02-15T00:00:00,3100.9,67.562368
1989-02-16T00:00:00,3081.1,64.048641
1989-02-17T00:00:00,3106.3,66.440825
1989-02-20T00:00:00,3159.8,70.872078
1989-02-21T00:00:00,3150.6,69.180402
1989-02-22T00:00:00,3161.6,70.099394
1989-02-23T00:00:00,3125.2,63.365998
1989-02-24T00:00:00,3114.2,61.44519
1989-02-27T00:00:00,3064.2,53.505749
1989-02-28T00:00:00,3012.7,46.798345
1989-03-01T00:00:00,3037.1,49.996653
1989-03-02T00:00:00,3010.5,46.7006
1989-03-03T00:00:00,3056.6,52.540201
1989-03-06T00:00:00,3059,52.82995
1989-03-07T00:00:00,3080.7,55.476722
1989-03-08T00:00:00,3058.7,52.274248
1989-03-09T00:00:00,3062.8,52.820849
1989-03-10T00:00:00,3046.8,50.3952
1989-03-13T00:00:00,3029.9,47.893416
1989-03-14T00:00:00,3034.8,48.688782
1989-03-15T00:00:00,3095.9,57.417249
1989-03-16T00:00:00,3150.9,63.445278
1989-03-17T00:00:00,3136.9,61.075232
1989-03-20T00:00:00,3046.7,48.503532
1989-03-21T00:00:00,3056.4,49.702547
1989-03-22T00:00:00,3037.1,47.340698
1989-03-23T00:00:00,3049.6,49.030069
1989-03-28T00:00:00,3033,46.879205
1989-03-29T00:00:00,3033,46.879205
1989-03-30T00:00:00,2980.8,40.413593
1989-03-31T00:00:00,3005,44.252308
1989-04-03T00:00:00,2987.2,42.103742
1989-04-04T00:00:00,2992,42.908728
1989-04-06T00:00:00,3015.5,46.8081
1989-04-07T00:00:00,3024.1,48.20238
1989-04-10T00:00:00,3021.4,47.778941
1989-04-11T00:00:00,3026,48.60727
1989-04-12T00:00:00,3060.2,54.398721
1989-04-13T00:00:00,3079.2,57.279029
1989-04-14T00:00:00,3082.7,57.80771
1989-04-17T00:00:00,3134,64.702632
1989-04-18T00:00:00,3135.4,64.871347
1989-04-19T00:00:00,3164.1,68.224418
1989-04-20T00:00:00,3139.7,62.741302
1989-04-21T00:00:00,3109.2,56.616076
1989-04-24T00:00:00,3096,54.152067
1989-04-25T00:00:00,3118.7,57.571812
1989-04-26T00:00:00,3118.7,57.571812
1989-04-27T00:00:00,3077.3,49.72657
1989-04-28T00:00:00,3116,55.791153
1989-05-01T00:00:00,3123.9,56.933256
1989-05-02T00:00:00,3156.4,61.356249
1989-05-03T00:00:00,3155.2,61.106706
1989-05-04T00:00:00,3221.1,68.647931
1989-05-05T00:00:00,3262.9,72.314763
1989-05-08T00:00:00,3268.5,72.774175
1989-05-09T00:00:00,3262.2,71.339928
1989-05-10T00:00:00,3280.9,73.038472
1989-05-11T00:00:00,3285.1,73.419499
1989-05-12T00:00:00,3278.4,71.679239
1989-05-15T00:00:00,3309.6,74.688037
1989-05-16T00:00:00,3289.5,69.56085
1989-05-17T00:00:00,3246.4,60.042668
1989-05-18T00:00:00,3277.6,63.894156
1989-05-19T00:00:00,3145.6,44.396422
1989-05-22T00:00:00,2806.6,24.076379
1989-05-23T00:00:00,3067.7,44.968407
1989-05-24T00:00:00,3008.7,42.146181
1989-05-25T00:00:00,2752.5,32.58326
1989-05-26T00:00:00,2765.7,33.421457
1989-05-29T00:00:00,2845,38.378203
1989-05-30T00:00:00,2805.5,36.904369
1989-05-31T00:00:00,2743.9,34.668398
1989-06-01T00:00:00,2690,32.795984
1989-06-02T00:00:00,2675.4,32.287299
1989-06-05T00:00:00,2093.6,19.384428
1989-06-06T00:00:00,2149.7,22.596527
