@relation QueryResult_rsi1_rsi2_rsi3_rsi4_rsi5_rsi6_rsi7_rsi8_rsi9_rsi10_rsi11_rsi12_rsi13_rsi14_rsi15_rsi16_rsi17_rsi18_rsi19_rsi20_rsi21_rsi22_rsi23_rsi24_rsi25_rsi26_rsi27_rsi28_rsi29_rsi30_rsi31_rsi32_rsi33_rsi34_rsi35_rsi36_rsi37_rsi38_rsi39_rsi40_rsi41_rsi42_rsi43_rsi44_rsi45_rsi46_rsi47_rsi48_rsi49_rsi50

@attribute Date date 'yyyy-MM-dd\'T\'HH:mm:ss'
@attribute Adj_C numeric
@attribute rsi1 numeric
@attribute rsi2 numeric
@attribute rsi3 numeric
@attribute rsi4 numeric
@attribute rsi5 numeric
@attribute rsi6 numeric
@attribute rsi7 numeric
@attribute rsi8 numeric
@attribute rsi9 numeric
@attribute rsi10 numeric
@attribute rsi11 numeric
@attribute rsi12 numeric
@attribute rsi13 numeric
@attribute rsi14 numeric
@attribute rsi15 numeric
@attribute rsi16 numeric
@attribute rsi17 numeric
@attribute rsi18 numeric
@attribute rsi19 numeric
@attribute rsi20 numeric
@attribute rsi21 numeric
@attribute rsi22 numeric
@attribute rsi23 numeric
@attribute rsi24 numeric
@attribute rsi25 numeric
@attribute rsi26 numeric
@attribute rsi27 numeric
@attribute rsi28 numeric
@attribute rsi29 numeric
@attribute rsi30 numeric
@attribute rsi31 numeric
@attribute rsi32 numeric
@attribute rsi33 numeric
@attribute rsi34 numeric
@attribute rsi35 numeric
@attribute rsi36 numeric
@attribute rsi37 numeric
@attribute rsi38 numeric
@attribute rsi39 numeric
@attribute rsi40 numeric
@attribute rsi41 numeric
@attribute rsi42 numeric
@attribute rsi43 numeric
@attribute rsi44 numeric
@attribute rsi45 numeric
@attribute rsi46 numeric
@attribute rsi47 numeric
@attribute rsi48 numeric
@attribute rsi49 numeric
@attribute rsi50 numeric

@data
1987-02-18T00:00:00,2801.5,0,2796.8,2786.566667,2775.05,2770.98,2765.733333,2755.614286,2750.375,2741.844444,2734.9,2725.963636,2716,2705.938462,2695.035714,2683.633333,2671.18125,2661.076471,2654.177778,2647.847368,2637.95,2629.5,2625.55,2622.66087,2620.808333,2619.608,2619.426923,2617.288889,2616.789286,2616.455172,2615.37,2613.33871,2611.05,2609.754545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987-02-19T00:00:00,2775.8,0,2788.65,2789.8,2783.875,2775.2,2771.783333,2767.171429,2758.1375,2753.2,2745.24,2738.618182,2730.116667,2720.6,2710.928571,2700.42,2689.39375,2677.335294,2667.45,2660.578947,2654.245,2644.514286,2636.15,2632.082609,2629.041667,2627.008,2625.615385,2625.218519,2622.95,2622.272414,2621.766667,2620.545161,2618.415625,2616.042424,2614.638235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987-02-20T00:00:00,2827.4,0,2801.6,2801.566667,2799.2,2792.58,2783.9,2779.728571,2774.7,2765.833333,2760.62,2752.709091,2746.016667,2737.6,2728.228571,2718.693333,2708.35625,2697.511765,2685.672222,2675.868421,2668.92,2662.490476,2652.827273,2644.465217,2640.220833,2636.976,2634.715385,2633.088889,2632.439286,2630,2629.11,2628.4,2627.009375,2624.748485,2622.258824,2620.717143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987-02-23T00:00:00,2879,0,2853.2,2827.4,2820.925,2815.16,2806.983333,2797.485714,2792.1375,2786.288889,2777.15,2771.381818,2763.233333,2756.246154,2747.7,2738.28,2728.7125,2718.394118,2707.594444,2695.847368,2686.025,2678.92381,2672.331818,2662.66087,2654.2375,2649.772,2646.284615,2643.762963,2641.871429,2640.941379,2638.3,2637.170968,2636.23125,2634.645455,2632.226471,2629.594286,2627.891667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987-02-24T00:00:00,2848.2,0,2863.6,2851.533333,2832.6,2826.38,2820.666667,2812.871429,2803.825,2798.366667,2792.48,2783.609091,2777.783333,2769.769231,2762.814286,2754.4,2745.15,2735.741176,2725.605556,2714.994737,2703.465,2693.747619,2686.618182,2679.978261,2670.391667,2661.996,2657.403846,2653.762963,2651.064286,2648.986207,2647.85,2645.070968,2643.765625,2642.654545,2640.926471,2638.397143,2635.666667,2633.845946,0,0,0,0,0,0,0,0,0,0,0,0,0
1987-02-25T00:00:00,2873.6,0,2860.9,2866.933333,2857.05,2840.8,2834.25,2828.228571,2820.4625,2811.577778,2805.89,2799.854545,2791.108333,2785.153846,2777.185714,2770.2,2761.85,2752.705882,2743.4,2733.394737,2722.925,2711.566667,2701.922727,2694.747826,2688.045833,2678.52,2670.134615,2665.411111,2661.614286,2658.737931,2656.473333,2655.132258,2652.2125,2650.730303,2649.447059,2647.574286,2644.930556,2642.097297,2640.155263,0,0,0,0,0,0,0,0,0,0,0,0
1987-02-26T00:00:00,2843.6,0,2858.6,2855.133333,2861.1,2854.36,2841.266667,2835.585714,2830.15,2823.033333,2814.78,2809.318182,2803.5,2795.146154,2789.328571,2781.613333,2774.7875,2766.658824,2757.755556,2748.673684,2738.905,2728.671429,2717.568182,2708.082609,2700.95,2694.268,2684.869231,2676.559259,2671.775,2667.889655,2664.9,2662.509677,2661.021875,2658.012121,2656.402941,2654.994286,2653.019444,2650.3,2647.4,2645.371795,0,0,0,0,0,0,0,0,0,0,0
1987-02-27T00:00:00,2877.9,0,2860.75,2865.033333,2860.825,2864.46,2858.283333,2846.5,2840.875,2835.455556,2828.52,2820.518182,2815.033333,2809.223077,2801.057143,2795.233333,2787.63125,2780.852941,2772.838889,2764.078947,2755.135,2745.52381,2735.454545,2724.53913,2715.158333,2708.028,2701.330769,2692.018519,2683.75,2678.882759,2674.89,2671.770968,2669.240625,2667.593939,2664.479412,2662.731429,2661.186111,2659.097297,2656.289474,2653.310256,2651.185,0,0,0,0,0,0,0,0,0,0
1987-03-02T00:00:00,2894.3,0,2886.1,2871.933333,2872.35,2867.52,2869.433333,2863.428571,2852.475,2846.811111,2841.34,2834.5,2826.666667,2821.130769,2815.3,2807.273333,2801.425,2793.905882,2787.155556,2779.231579,2770.59,2761.761905,2752.286364,2742.36087,2731.6125,2722.324,2715.192308,2708.477778,2699.242857,2691.010345,2686.063333,2681.967742,2678.725,2676.060606,2674.261765,2671.045714,2669.163889,2667.486486,2665.286842,2662.392308,2659.335,2657.114634,0,0,0,0,0,0,0,0,0
1987-03-03T00:00:00,2939.1,0,2916.7,2903.766667,2888.725,2885.7,2879.45,2879.385714,2872.8875,2862.1,2856.04,2850.227273,2843.216667,2835.315385,2829.557143,2823.553333,2815.5125,2809.523529,2801.972222,2795.152632,2787.225,2778.614286,2769.822727,2760.408696,2750.558333,2739.912,2730.661538,2723.485185,2716.714286,2707.513793,2699.28,2694.225806,2690.003125,2686.615152,2683.797059,2681.828571,2678.491667,2676.459459,2674.634211,2672.307692,2669.31,2666.158537,2663.828571,0,0,0,0,0,0,0,0
