@relation QueryResult_rsi1_rsi2_rsi3_rsi4_rsi5_rsi6_rsi7_rsi8_rsi9_rsi10_rsi11_rsi12_rsi13_rsi14_rsi15_rsi16_rsi17_rsi18_rsi19_rsi20_rsi21_rsi22_rsi23_rsi24_rsi25_rsi26_rsi27_rsi28_rsi29_rsi30_rsi31_rsi32_rsi33_rsi34_rsi35_rsi36_rsi37_rsi38_rsi39_rsi40_rsi41_rsi42_rsi43_rsi44_rsi45_rsi46_rsi47_rsi48_rsi49_rsi50

@attribute Date date 'yyyy-MM-dd\'T\'HH:mm:ss'
@attribute Adj_C numeric
@attribute rsi1 numeric
@attribute rsi2 numeric
@attribute rsi3 numeric
@attribute rsi4 numeric
@attribute rsi5 numeric
@attribute rsi6 numeric
@attribute rsi7 numeric
@attribute rsi8 numeric
@attribute rsi9 numeric
@attribute rsi10 numeric
@attribute rsi11 numeric
@attribute rsi12 numeric
@attribute rsi13 numeric
@attribute rsi14 numeric
@attribute rsi15 numeric
@attribute rsi16 numeric
@attribute rsi17 numeric
@attribute rsi18 numeric
@attribute rsi19 numeric
@attribute rsi20 numeric
@attribute rsi21 numeric
@attribute rsi22 numeric
@attribute rsi23 numeric
@attribute rsi24 numeric
@attribute rsi25 numeric
@attribute rsi26 numeric
@attribute rsi27 numeric
@attribute rsi28 numeric
@attribute rsi29 numeric
@attribute rsi30 numeric
@attribute rsi31 numeric
@attribute rsi32 numeric
@attribute rsi33 numeric
@attribute rsi34 numeric
@attribute rsi35 numeric
@attribute rsi36 numeric
@attribute rsi37 numeric
@attribute rsi38 numeric
@attribute rsi39 numeric
@attribute rsi40 numeric
@attribute rsi41 numeric
@attribute rsi42 numeric
@attribute rsi43 numeric
@attribute rsi44 numeric
@attribute rsi45 numeric
@attribute rsi46 numeric
@attribute rsi47 numeric
@attribute rsi48 numeric
@attribute rsi49 numeric
@attribute rsi50 numeric

@data
1987-02-25T00:00:00,2873.6,0,2866.084703,2859.266942,2851.859278,2844.2475,2836.557936,2828.833637,2821.114121,2813.452808,2805.907478,2798.538642,2791.400503,2784.632911,2778.213846,2771.90985,2765.871521,2760.268448,2755.036241,2749.835968,2744.657599,2739.417402,2734.160573,2728.755738,2723.094742,2717.588025,2711.691751,2706.268634,2700.3108,2694.299674,2688.770445,2682.966855,2676.875396,2670.843272,2665.639502,2659.501016,2652.438051,2646.46458,2640.155263,0,0,0,0,0,0,0,0,0,0,0,0
1987-02-26T00:00:00,2843.6,0,2851.094901,2851.433471,2848.555567,2844.031666,2838.569954,2832.525228,2826.110983,2819.482246,2812.760664,2806.048869,2799.431195,2793.056781,2786.932,2780.871119,2775.016048,2769.527509,2764.358742,2759.212372,2754.080685,2748.888547,2743.677045,2738.326093,2732.735162,2727.281253,2721.462732,2716.078017,2710.192814,2704.253029,2698.759448,2693.006427,2686.979918,2681.005432,2675.808674,2669.728737,2662.771129,2656.840129,2650.588327,2645.371795,0,0,0,0,0,0,0,0,0,0,0
1987-02-27T00:00:00,2877.9,0,2868.964967,2864.666735,2860.29334,2855.321111,2849.80711,2843.868921,2837.619653,2831.165797,2824.60418,2818.024057,2811.503319,2805.177241,2799.061066,2792.999729,2787.120042,2781.568897,2776.310453,2771.081134,2765.873001,2760.616861,2755.348606,2749.957252,2744.348349,2738.867311,2733.050678,2727.63673,2721.758827,2715.829494,2710.316903,2704.562275,2698.550832,2692.587465,2687.356749,2681.293807,2674.399717,2668.474859,2662.245335,2656.998205,2651.185,0,0,0,0,0,0,0,0,0,0
1987-03-02T00:00:00,2894.3,0,2885.854989,2879.483368,2873.896004,2868.314074,2862.519364,2856.476691,2850.215286,2843.792638,2837.276147,2830.736714,2824.24127,2817.909063,2811.759591,2805.662263,2799.729449,2794.094575,2788.730405,2783.403021,2778.104144,2772.769874,2767.431336,2761.985815,2756.344481,2750.823672,2744.995072,2739.54125,2733.658218,2727.727527,2722.18678,2716.420883,2710.414418,2704.452909,2699.182078,2693.127484,2686.286219,2680.360393,2674.145575,2668.863295,2663.044268,2657.114634,0,0,0,0,0,0,0,0,0
1987-03-03T00:00:00,2939.1,0,2921.351663,2909.291684,2899.977602,2891.909383,2884.399546,2877.132518,2869.967445,2862.85411,2855.789575,2848.797262,2841.911844,2835.222054,2828.738312,2822.34198,2816.125984,2810.206289,2804.558784,2798.972719,2793.437082,2787.890794,2782.359046,2776.74533,2770.964923,2765.306466,2759.373215,2753.795446,2747.826617,2741.819026,2736.181182,2730.338328,2724.27415,2718.255679,2712.891674,2706.792624,2699.951828,2693.978267,2687.732981,2682.37513,2676.510402,2670.542509,2663.828571,0,0,0,0,0,0,0,0
1987-03-04T00:00:00,2890.9,0,2901.050554,2900.095842,2896.346561,2891.572922,2886.256819,2880.574389,2874.619124,2868.463288,2862.173288,2855.814385,2849.448483,2843.176047,2837.026537,2830.911732,2824.922927,2819.172257,2813.647333,2808.165447,2802.719265,2797.255267,2791.79739,2786.258219,2780.559729,2774.967507,2769.11594,2763.588628,2757.693747,2751.757757,2746.163041,2740.373432,2734.372686,2728.411227,2723.063578,2717.020812,2710.273351,2704.342568,2698.151803,2692.801374,2686.968431,2681.035723,2674.390033,2669.109302,0,0,0,0,0,0,0
1987-03-05T00:00:00,2798.4,0,2832.616851,2849.247921,2857.167937,2860.515281,2861.15487,2860.030791,2857.681541,2854.450631,2850.578145,2846.245321,2841.59487,2836.779468,2831.876332,2826.847766,2821.802583,2816.864228,2812.042351,2807.188902,2802.307906,2797.359334,2792.37153,2787.270034,2781.986951,2776.770007,2771.285129,2766.075155,2760.501074,2754.86724,2749.533167,2744.000093,2738.25313,2732.528214,2727.368516,2721.541878,2715.036954,2709.29296,2703.292736,2698.081305,2692.404117,2686.624498,2680.157939,2674.986152,2672.047727,0,0,0,0,0,0
1987-03-06T00:00:00,2798.6,0,2809.93895,2823.92396,2833.740762,2839.876854,2843.28205,2844.673094,2844.552309,2843.280504,2841.127573,2838.304434,2834.980275,2831.325259,2827.439488,2823.316795,2819.072867,2814.83487,2810.627366,2806.330012,2801.954772,2797.472122,2792.913136,2788.214198,2783.315995,2778.449237,2773.308453,2768.398358,2763.128587,2757.782757,2752.698769,2747.412587,2741.910516,2736.414789,2731.438887,2725.822885,2719.553875,2713.99333,2708.180288,2703.10724,2697.584404,2691.956664,2685.666872,2680.604963,2677.672273,2674.86,0,0,0,0,0
1987-03-09T00:00:00,2820.4,0,2816.912983,2822.16198,2828.404457,2833.384569,2836.744322,2838.60482,2839.185129,2838.704404,2837.358924,2835.320362,2832.737156,2829.764507,2826.50089,2822.952196,2819.229001,2815.453218,2811.656065,2807.737011,2803.711461,2799.556474,2795.303298,2790.896348,2786.282715,2781.676219,2776.796716,2772.112761,2767.078339,2761.95724,2757.066591,2751.9743,2746.667454,2741.355096,2736.522379,2731.077169,2725.005017,2719.593681,2713.935145,2708.971878,2703.575409,2698.073014,2691.933529,2686.959283,2684.015727,2681.187826,2678.023913,0,0,0,0
1987-03-10T00:00:00,2731.1,0,2759.704328,2776.63099,2789.482674,2799.289713,2806.56023,2811.728615,2815.166212,2817.183523,2818.039119,2817.950301,2817.10067,2815.669578,2813.780771,2811.470671,2808.860883,2806.080638,2803.176479,2800.07331,2796.796084,2793.333159,2789.720403,2785.913319,2781.868098,2777.78574,2773.411774,2769.183278,2764.597074,2759.900091,2755.391327,2750.669656,2745.723972,2740.751855,2736.212529,2731.078437,2725.334476,2720.199277,2714.815394,2710.078284,2704.918072,2699.645727,2693.755225,2688.96568,2686.108362,2683.357921,2680.28247,2679.153191,0,0,0
