Date,O,H,L,C,Vol,Adj_C
2004-11-12,13750.23,13822.11,13747.56,13784.46,432967600,13784.46
2004-11-15,13906.99,13950.94,13887.91,13932.22,458188400,13932.22
2004-11-16,13926.62,13926.62,13726.79,13746.08,559131000,13746.08
2004-11-17,13787.39,13858.63,13770.27,13824.98,469039200,13824.98
2004-11-18,13853.73,13882.69,13784.86,13799.82,346010400,13799.82
2004-11-19,13853.33,13870.71,13751.3,13787.68,289249800,13787.68
2004-11-22,13646.81,13803.5,13629.78,13800.6,296837200,13800.6
2004-11-23,13809.38,14048.69,13784.05,14023.29,429572800,14023.29
2004-11-24,14001.03,14091.89,13942.35,13997.02,435074800,13997.02
2004-11-25,14009.07,14054.71,13867.96,13926.61,357165400,13926.61
2004-11-26,13922.17,14009.13,13856.1,13895.03,396691400,13895.03
2004-11-29,13979.33,14111.32,13975.19,14066.91,314580200,14066.91
2004-11-30,14059.85,14137.32,14015.71,14060.05,764496200,14060.05
2004-12-01,14005.91,14162.8,13936.51,14162.8,337997600,14162.8
2004-12-02,14311.95,14339.06,14226.2,14261.79,456472000,14261.79
2004-12-03,14264.44,14282.18,14149.69,14211.84,419050000,14211.84
2004-12-06,14256.01,14287.55,14165.65,14256.86,308151000,14256.86
2004-12-07,14196.59,14317.31,14184,14235.78,364373400,14235.78
2004-12-08,14156.71,14214.01,13984.21,14022.32,400511600,14022.32
2004-12-09,14009.24,14063.66,13910.15,14008.82,420998600,14008.82
2004-12-10,13965.06,14025.07,13869.53,13901.81,317600600,13901.81
2004-12-13,13875.37,13906.67,13760.11,13886.16,315237000,13886.16
2004-12-14,13965.07,14059.33,13950.51,14043.52,421605800,14043.52
2004-12-15,14054.01,14133.21,13997.01,14078.54,437598000,14078.54
2004-12-16,14104.25,14137.38,13977.42,14024.63,290367800,14024.63
2004-12-17,14013.49,14032.43,13905.4,13992.44,236586000,13992.44
2004-12-20,14000.18,14229.67,13957.25,14214.04,318387000,14214.04
2004-12-21,14235.38,14259.94,14135.73,14180.79,217445800,14180.79
2004-12-22,14212.7,14219.33,14117.3,14151.08,200206000,14151.08
2004-12-23,14165.64,14254.85,14134.14,14235.3,187791800,14235.3
2004-12-24,14215.75,14230.16,14178.4,14194.9,102238400,14194.9
2004-12-28,14147.93,14234.59,14096.82,14196.95,228455200,14196.95
2004-12-29,14277.53,14333.24,14226.61,14266.38,201245000,14266.38
2004-12-30,14262.34,14304.58,14158.73,14163.55,230151200,14163.55
2004-12-31,14184.83,14248.64,14168.24,14230.14,149751400,14230.14
2005-01-03,14216.04,14267.21,14150.02,14237.42,145563000,14237.42
2005-01-04,14198.51,14198.51,13991.2,14045.9,397498200,14045.9
2005-01-05,13939.02,13941.13,13709.58,13764.36,530200600,13764.36
2005-01-06,13718.79,13789.15,13672.56,13712.04,418761600,13712.04
2005-01-07,13698.16,13771.45,13403,13574.86,571206400,13574.86
2005-01-10,13573.42,13605.02,13435.43,13531.39,317377800,13531.39
2005-01-11,13609.31,13649.43,13455.31,13509.25,340797200,13509.25
2005-01-12,13456.54,13565.31,13352.71,13565.31,336973200,13565.31
2005-01-13,13570.22,13631.41,13533.01,13573.28,396311200,13573.28
2005-01-14,13509.46,13582.54,13411.31,13494.78,473364600,13494.78
2005-01-17,13529.08,13636.77,13528.11,13621.65,261016000,13621.65
2005-01-18,13621.96,13621.96,13489.99,13604.22,289845400,13604.22
2005-01-19,13634.01,13700.94,13586.34,13678.63,304025000,13678.63
2005-01-20,13550.98,13585.67,13500.58,13543.59,460342600,13543.59
2005-01-21,13495.93,13518.69,13432.46,13481.02,476200200,13481.02
2005-01-24,13449.88,13483.13,13320.53,13386.99,450783600,13386.99
2005-01-25,13378.84,13594.86,13356.24,13584.06,319826200,13584.06
2005-01-26,13599.2,13652.45,13558.03,13623.68,365578200,13623.68
2005-01-27,13636.74,13750.48,13596.41,13628.91,374447400,13628.91
2005-01-28,13633.68,13679.31,13559.98,13650.06,268381200,13650.06
2005-01-31,13625.23,13762.86,13581.19,13721.69,352642200,13721.69
2005-02-01,13714.42,13736.64,13522.43,13578.26,407254000,13578.26
2005-02-02,13573.64,13607.88,13454.4,13555.8,321787800,13555.8
2005-02-03,13525.89,13586.85,13456.14,13515.33,404907400,13515.33
2005-02-04,13495.71,13623.6,13470.48,13585.17,425729600,13585.17
2005-02-07,13749.08,13816.86,13749.08,13795,383247000,13795
2005-02-08,13806.56,13863.99,13788.33,13845.63,218206400,13845.63
2005-02-14,14006.54,14043.94,13943.46,14017.23,425991600,14017.23
2005-02-15,14042.38,14065.66,13978.24,13995.83,304097400,13995.83
2005-02-16,14029.5,14044.83,13962.48,14015.49,302049600,14015.49
2005-02-17,14024.13,14037.62,13936.63,13967.82,256355000,13967.82
2005-02-18,13933.92,14093.43,13898.92,14087.87,323290800,14087.87
2005-02-21,14072.41,14113.93,14045.71,14111.65,282806200,14111.65
2005-02-22,14095.89,14118.23,14022.06,14090.52,296063200,14090.52
2005-02-23,13933.72,13964.76,13907.54,13957.94,357029600,13957.94
2005-02-24,13970.64,14060.91,13956.14,14060.91,301496800,14060.91
2005-02-25,14103.12,14207.53,14103.12,14157.09,418029600,14157.09
2005-02-28,14204.86,14272.54,14141.78,14195.35,398278800,14195.35
2005-03-01,14031.22,14085.85,13954.58,14061.15,274503200,14061.15
2005-03-02,14039.85,14066.76,13817.46,13850.78,375846200,13850.78
2005-03-03,13816.82,13909.11,13785.39,13892.37,277068800,13892.37
2005-03-04,13906.01,13922.43,13692.39,13730.78,395828200,13730.78
2005-03-07,13829.84,13872.62,13749.25,13771.95,250703400,13771.95
2005-03-08,13763.14,13889.43,13736.18,13881.71,303182800,13881.71
2005-03-09,13915.36,13996.46,13871.27,13941.47,299302800,13941.47
2005-03-10,13811.36,13874.21,13742.24,13856.02,482474800,13856.02
2005-03-11,13859.89,13909.29,13781.42,13890.93,350892600,13890.93
2005-03-14,13832.94,13935.11,13816.25,13906.85,286057800,13906.85
2005-03-15,13886.83,13886.83,13763.54,13816.75,316214000,13816.75
2005-03-16,13709.85,13838.23,13647.06,13832.52,344711200,13832.52
2005-03-17,13723.25,13858.42,13699.71,13817.99,340115800,13817.99
2005-03-18,13865.05,13907.06,13779.77,13828.37,281040800,13828.37
2005-03-21,13822.95,13865.12,13786.79,13834.35,170979400,13834.35
2005-03-22,13800.83,13822.88,13757.65,13776.47,264343800,13776.47
2005-03-23,13602.9,13643.99,13564.61,13603.61,386965600,13603.61
2005-03-24,13591.94,13612.98,13547.84,13597.1,300039600,13597.1
2005-03-29,13552.1,13552.1,13380.91,13411.88,401276400,13411.88
2005-03-30,13404.6,13460.01,13357.17,13425.75,312026400,13425.75
2005-03-31,13515.38,13556.14,13482.49,13516.88,427842000,13516.88
2005-04-01,13495.66,13518.63,13397.6,13491.35,323861600,13491.35
2005-04-04,13474.36,13545.31,13436.96,13513.41,287550800,13513.41
2005-04-06,13537.38,13612.04,13505.78,13562.26,355905600,13562.26
2005-04-07,13605.42,13619.87,13538.4,13602.35,264334800,13602.35
2005-04-08,13670.79,13686.99,13636.35,13666.72,245676800,13666.72
2005-04-11,13614.05,13668,13606.39,13659.93,242422400,13659.93
2005-04-12,13660.65,13678.64,13622.71,13658.05,165573600,13658.05
2005-04-13,13695.68,13808.51,13665.4,13799.62,230154200,13799.62
2005-04-14,13741.17,13788.68,13707.67,13772.4,323550000,13772.4
2005-04-15,13672.74,13672.74,13579.16,13638.75,299358000,13638.75
2005-04-18,13382.02,13424.66,13337.44,13355.23,502135000,13355.23
2005-04-19,13430.15,13503.29,13428.39,13444.09,224729200,13444.09
2005-04-20,13534.24,13567.94,13489.13,13501.63,187061600,13501.63
2005-04-21,13407.57,13639.86,13401.86,13597.31,312422000,13597.31
2005-04-22,13684.59,13727.44,13649.5,13693.55,300321600,13693.55
2005-04-25,13744.45,13802.43,13711.39,13750.23,255959400,13750.23
2005-04-26,13768.73,13919.52,13719.81,13859.58,389263800,13859.58
2005-04-27,13832.81,13847.39,13799.65,13839.64,177705600,13839.64
2005-04-28,13813.68,13956.52,13813.68,13909.42,339914600,13909.42
2005-04-29,13829.45,13913.1,13801.18,13908.97,309020000,13908.97
2005-05-03,13969.64,13994.66,13877.92,13893.98,231424400,13893.98
2005-05-04,13958.18,13981.78,13917.7,13945.05,245271200,13945.05
2005-05-05,14056.93,14110.29,14021.93,14061.7,313172200,14061.7
2005-05-06,14041.29,14095.85,14004.07,14033.96,272557800,14033.96
2005-05-09,14068.26,14106.53,14006.85,14085.09,283408200,14085.09
2005-05-10,14097.19,14112.61,13991.19,14018.38,235428800,14018.38
2005-05-11,13959.29,13973.62,13895.27,13939.8,206986600,13939.8
2005-05-12,13968.95,13984.35,13928.07,13968.28,194130600,13968.28
2005-05-13,13907.16,13921.42,13841.86,13866.81,223792600,13866.81
2005-05-17,13861.6,13863.16,13626.64,13667.03,401396200,13667.03
2005-05-18,13648.26,13668.43,13590.05,13627.01,271572400,13627.01
2005-05-19,13676.87,13747.97,13645.08,13698.93,253528600,13698.93
2005-05-20,13715.65,13723.82,13642.84,13717.42,201016800,13717.42
2005-05-23,13730.09,13730.09,13632.23,13699.13,163988800,13699.13
2005-05-24,13703.14,13726.15,13677.34,13719.32,158187200,13719.32
2005-05-25,13715.09,13717.07,13542.48,13562.06,294308800,13562.06
2005-05-26,13569.26,13590.61,13541.77,13569.99,182625600,13569.99
2005-05-27,13671.64,13739.2,13669.2,13714.78,218391000,13714.78
2005-05-30,13741.28,13851.33,13684.52,13845.1,255851000,13845.1
2005-05-31,13815.73,13932.92,13779.8,13867.07,348640200,13867.07
2005-06-01,13817.27,13895.33,13813.69,13873.07,302359400,13873.07
2005-06-02,13942.96,13946.01,13779.8,13814.58,325242400,13814.58
2005-06-03,13821.95,13870.49,13792.65,13818.45,297765200,13818.45
2005-06-06,13768.03,13862.62,13745.68,13860.55,265783800,13860.55
2005-06-07,13806,13846.3,13800.09,13837.29,258052800,13837.29
2005-06-08,13868.14,13938.79,13842.01,13898.55,421819800,13898.55
2005-06-09,13884.22,13984.34,13876.58,13898.31,419254400,13898.31
2005-06-10,13927.01,13972.71,13916.86,13934.76,326592000,13934.76
2005-06-13,13948.42,13978.64,13898.46,13952.02,209902000,13952.02
2005-06-14,13954.74,13999.06,13901.49,13904.81,299700600,13904.81
2005-06-15,13932.85,13953.03,13870.23,13914.3,284969400,13914.3
2005-06-16,13909.75,13909.75,13801.42,13833.53,258611600,13833.53
2005-06-17,13866.79,13926.59,13847.5,13912.03,412312000,13912.03
2005-06-20,13928.71,13966.91,13908.7,13945.77,246064200,13945.77
2005-06-21,13935.29,13983.48,13890.78,13979.35,276460400,13979.35
2005-06-22,13995.64,14183.39,13995.64,14161.02,666237800,14161.02
2005-06-23,14197.01,14233.81,14157.01,14190.44,543943400,14190.44
2005-06-24,14141.66,14230.29,14108.39,14230.29,536796400,14230.29
2005-06-27,14142.49,14202.98,14142.14,14176.04,319765800,14176.04
2005-06-28,14206.81,14287.44,14174.79,14287.44,602401600,14287.44
2005-06-29,14313.99,14365.05,14247.04,14277.28,543705000,14277.28
2005-06-30,14281.47,14310.77,14154.7,14201.06,406370800,14201.06
2005-07-04,14188.35,14188.47,14122.97,14177.87,362865800,14177.87
2005-07-05,14146.44,14161,14101.56,14124.8,333218800,14124.8
2005-07-06,14170.71,14202.09,14126.86,14149.93,427336800,14149.93
2005-07-07,14146.24,14156.92,14006.75,14030.81,482251200,14030.81
2005-07-08,14014.8,14053.21,13920.87,13964.47,340661000,13964.47
2005-07-11,14065.34,14157.24,14047.01,14157.24,338976200,14157.24
2005-07-12,14214.88,14215.48,14094.7,14146.95,332181200,14146.95
2005-07-13,14170.31,14308.37,14140.4,14307.3,378495400,14307.3
2005-07-14,14389.37,14497.43,14389.37,14491.54,616934800,14491.54
2005-07-15,14489.84,14550.17,14444.58,14504.29,658528400,14504.29
2005-07-18,14496.55,14578.69,14487.87,14567,325610600,14567
2005-07-19,14493.27,14625.08,14493.27,14567.74,454201200,14567.74
2005-07-20,14584.06,14673.83,14567.02,14602.7,428144000,14602.7
2005-07-21,14660.76,14691.74,14560.46,14620.14,404305000,14620.14
2005-07-22,14744.52,14800.31,14655.44,14786.46,593108000,14786.46
2005-07-25,14794.93,14841.58,14768.78,14794.03,388280000,14794.03
2005-07-26,14818.79,14840.44,14744.39,14769.93,289148400,14769.93
2005-07-27,14786.95,14828.02,14743.69,14801.86,374516000,14801.86
2005-07-28,14836.3,14899.71,14771.16,14813.32,352640800,14813.32
2005-07-29,14863.51,14892.29,14838.16,14880.98,412972800,14880.98
2005-08-01,14892.73,14989.47,14841.12,14978.88,331918200,14978.88
2005-08-02,15068.22,15167.72,15046.84,15137.08,555043400,15137.08
2005-08-03,15197.06,15201.82,15035.37,15118.5,537270000,15118.5
2005-08-04,15101.6,15186.11,15076.45,15111.54,412126600,15111.54
2005-08-05,15054.63,15083.51,14972.52,15051.32,342387400,15051.32
2005-08-08,15033.98,15117.91,15024.54,15108.94,226935800,15108.94
2005-08-09,15137.64,15161.79,15029.39,15047.84,339751000,15047.84
2005-08-10,15113.86,15346.41,15095.96,15346.41,479410000,15346.41
2005-08-11,15432.74,15477.14,15330.95,15445.2,615163000,15445.2
2005-08-12,15459.17,15480.8,15398.3,15450.95,412005600,15450.95
2005-08-15,15435.49,15482.15,15391.57,15466.06,282287200,15466.06
2005-08-16,15455.71,15508.57,15394.73,15443.62,322947800,15443.62
2005-08-17,15331.09,15449.58,15309.5,15449.58,398665600,15449.58
2005-08-18,15442.51,15455.17,15101.73,15148.09,516748400,15148.09
2005-08-19,15123.26,15173.5,15001.44,15038.61,391603000,15038.61
2005-08-22,15093.18,15225.59,15049.91,15218.63,277348200,15218.63
2005-08-23,15222.49,15244.9,14938.05,14973.89,364369200,14973.89
2005-08-24,14934.98,14969.5,14861.43,14873.85,286594600,14873.85
2005-08-25,14844.18,14963.73,14832,14889.1,289215600,14889.1
2005-08-26,14942.82,14991.64,14863.04,14982.89,274590800,14982.89
2005-08-29,14851.68,14861.48,14734.43,14836.97,317385200,14836.97
2005-08-30,14870.19,14976.47,14831.9,14922.22,240258000,14922.22
2005-08-31,14853.64,14927.05,14796.51,14903.55,382671400,14903.55
2005-09-01,15031.52,15149.61,15014.77,15143.75,412152600,15143.75
2005-09-02,15197.87,15249.15,15131.04,15221.89,285917800,15221.89
2005-09-05,15231.77,15244.04,15179.76,15227.83,159710400,15227.83
2005-09-06,15287.7,15307.65,15038.65,15160.78,248202800,15160.78
2005-09-07,15247.92,15271.21,15205.99,15224.57,242847400,15224.57
2005-09-08,15257.53,15257.53,15156.91,15166.17,286588200,15166.17
2005-09-09,15168.57,15188.43,15081.28,15165.77,246364600,15165.77
2005-09-12,15240.4,15240.89,15186.57,15199.79,183454000,15199.79
2005-09-13,15159,15192.92,15052.58,15070.56,259710000,15070.56
2005-09-14,15059.91,15097.3,14979.65,15086.62,272578600,15086.62
2005-09-15,15092.43,15129.59,14990.05,15041.02,238076200,15041.02
2005-09-16,15033.08,15035.45,14965.98,14983.2,281685400,14983.2
2005-09-20,14994.77,15252.84,14943.61,15241.86,424561400,15241.86
2005-09-21,15207.08,15271.91,15162.6,15223.62,338187000,15223.62
2005-09-22,15144.55,15194.01,15119.99,15179.95,297848400,15179.95
2005-09-23,15169.04,15169.88,15045.54,15143.97,269944600,15143.97
2005-09-26,15166.16,15279.04,15127.99,15274.31,293050400,15274.31
2005-09-27,15286.52,15312.36,15163.67,15189.88,253552400,15189.88
2005-09-28,15186.13,15269.04,15164.86,15221.46,312616200,15221.46
2005-09-29,15248.87,15432.95,15241.49,15431.25,378787200,15431.25
2005-09-30,15449.3,15470.51,15394.68,15428.52,351307200,15428.52
2005-10-03,15399.87,15452.28,15369.23,15394.39,270527400,15394.39
2005-10-04,15397.38,15493,15382.21,15382.21,317223200,15382.21
2005-10-05,15317.08,15317.08,15137.52,15161.03,427003600,15161.03
2005-10-06,14943.22,14945.97,14823,14839.3,552974000,14839.3
2005-10-07,14857.19,14899.23,14798.91,14847.79,453735200,14847.79
2005-10-10,14898.84,14933.93,14852.33,14898.77,280169400,14898.77
2005-10-12,14880.46,14933.12,14557.52,14575.02,547705800,14575.02
2005-10-13,14527.02,14644.66,14508.54,14621.83,339541800,14621.83
2005-10-14,14577.37,14577.37,14439.13,14485.88,433301600,14485.88
2005-10-17,14551.74,14572.68,14449.38,14541.35,310244800,14541.35
2005-10-18,14585.85,14649.71,14563.52,14597.4,281016800,14597.4
2005-10-19,14434.73,14463.07,14345.87,14372.76,439359200,14372.76
2005-10-20,14477.54,14524.66,14398.97,14408.94,357183200,14408.94
2005-10-21,14364.68,14491.94,14308.61,14487.85,507689800,14487.85
2005-10-24,14470.67,14505.56,14321.61,14402.35,290231200,14402.35
2005-10-25,14566.05,14566.1,14422.4,14424.88,319840600,14424.88
2005-10-26,14446.97,14474.16,14361.76,14458.14,394435000,14458.14
2005-10-27,14475.66,14484.32,14376.86,14381.06,270958200,14381.06
2005-10-28,14282.09,14295.89,14189.47,14215.83,382679000,14215.83
2005-10-31,14313.42,14393.28,14255.93,14386.37,268522400,14386.37
2005-11-01,14485.35,14591.42,14470.58,14572.26,395000600,14572.26
2005-11-02,14583.09,14604.5,14544.65,14597.48,270334600,14597.48
2005-11-03,14626.61,14649.86,14546.88,14601.59,264688800,14601.59
2005-11-04,14660.34,14668.53,14536.28,14585.79,254565600,14585.79
2005-11-07,14498.84,14503.47,14353.9,14365.79,310755600,14365.79
2005-11-08,14420.55,14435.24,14317.51,14403.2,259478400,14403.2
2005-11-09,14440.61,14626.6,14417.47,14597.55,329370000,14597.55
2005-11-10,14586.01,14642.85,14567.55,14633.33,251755600,14633.33
2005-11-11,14668.23,14808.47,14655.73,14740.6,322659000,14740.6
2005-11-14,14760.4,14772.93,14541.99,14629.49,273048000,14629.49
2005-11-15,14573.52,14671.02,14518.75,14627.41,254867800,14627.41
2005-11-16,14632.4,14683.99,14603.7,14650.54,217729000,14650.54
2005-11-17,14672.8,14788.62,14620.42,14787.98,331421400,14787.98
2005-11-18,14915,14924.62,14865.81,14883.32,381015600,14883.32
2005-11-21,14939.7,14942.07,14843.87,14885.57,242625000,14885.57
2005-11-22,14881.92,14897.8,14806.96,14885.65,197108000,14885.65
2005-11-23,14961.93,15071.23,14925.72,15062.35,393797800,15062.35
2005-11-24,15111.03,15117.88,15042.3,15084.39,262069400,15084.39
2005-11-25,15053.92,15100.94,15027.76,15081.47,231676200,15081.47
2005-11-28,15099.63,15133.88,15073.55,15100,183583400,15100
2005-11-29,15058.99,15062.02,14958.78,15028.76,226451800,15028.76
2005-11-30,15028.74,15072.84,14936.9,14937.14,304252400,14937.14
2005-12-01,14881.22,15068.03,14866.1,15068.03,412240200,15068.03
2005-12-02,15178.1,15232.32,15129.29,15200.38,377939200,15200.38
2005-12-05,15208.86,15208.86,15145.15,15158.82,222779400,15158.82
2005-12-06,15156.84,15161.88,14967.78,14990.61,376164400,14990.61
2005-12-07,15026.92,15134.95,14960.22,15134.95,335154000,15134.95
2005-12-08,15095.18,15095.18,14860.54,14879.16,348480000,14879.16
2005-12-09,14905.57,14953.34,14870.96,14910.51,232244400,14910.51
2005-12-12,14991.62,15079.96,14972.06,14984.4,199318800,14984.4
2005-12-13,14981.23,14995.63,14863.84,14942.62,330070000,14942.62
2005-12-14,14981.45,14981.45,14867.72,14976.26,278860600,14976.26
2005-12-15,15039.63,15078.92,15025.54,15059.02,318937000,15059.02
2005-12-16,15077.98,15078.37,14967.78,15029.81,306449400,15029.81
2005-12-19,15044.9,15200.11,15044.9,15182.89,310365600,15182.89
2005-12-20,15172.13,15200.7,15128.59,15169.17,250971000,15169.17
2005-12-21,15219.27,15272.72,15210.93,15221.42,243252200,15221.42
2005-12-22,15251.1,15252.45,15170.92,15182.53,243697200,15182.53
2005-12-23,15208.84,15226.03,15182.64,15183.58,164157400,15183.58
2005-12-28,15076.94,15173.48,15049.41,15101.54,215911000,15101.54
2005-12-29,15146.55,15151.32,15028.28,15045.59,266347000,15045.59
2005-12-30,14959.42,14972.2,14811.64,14876.43,448872000,14876.43
2006-01-03,14843.97,14945.05,14843.97,14944.77,250383000,14944.77
2006-01-04,15112.76,15208.86,15085.44,15200.06,565220200,15200.06
2006-01-05,15313.85,15373.79,15261.82,15271.13,514294600,15271.13
2006-01-06,15327.29,15347,15252.48,15344.44,397727400,15344.44
2006-01-09,15497.97,15602.88,15497.72,15547.43,581542400,15547.43
2006-01-10,15638.4,15658.91,15500.16,15569.91,581719000,15569.91
2006-01-11,15584.54,15725.47,15584.54,15650.88,576574400,15650.88
2006-01-12,15767.94,15791.3,15651.96,15719.37,503136400,15719.37
2006-01-13,15672.39,15792.36,15670.77,15787.97,380816800,15787.97
2006-01-16,15787.27,15816.54,15745.04,15777.72,393659200,15777.72
2006-01-17,15798.52,15798.52,15550.23,15576.2,506251600,15576.2
2006-01-18,15426.92,15525.6,15376.45,15481.21,437278800,15481.21
2006-01-19,15555.78,15675.27,15549.68,15670.42,418395400,15670.42
2006-01-20,15700.71,15788.07,15565.51,15662.08,556324200,15662.08
2006-01-23,15454.8,15497.93,15412.26,15464.77,512870000,15464.77
2006-01-24,15540.92,15551.66,15463.11,15530.57,334958200,15530.57
2006-01-25,15560.66,15572.38,15487.68,15520.39,375993800,15520.39
2006-01-26,15550.33,15563.4,15469.24,15520.07,361639800,15520.07
2006-01-27,15659.21,15770.45,15650.69,15753.14,900109200,15753.14
2006-02-01,15798.44,15808.18,15653.9,15742.3,540984600,15742.3
2006-02-02,15771.34,15775.65,15666.94,15691.69,510822200,15691.69
2006-02-03,15472.03,15486.74,15420.66,15429.73,565005800,15429.73
2006-02-06,15415.88,15564.96,15374.89,15548.06,473072800,15548.06
2006-02-07,15558.52,15560.4,15466.47,15517.01,526470000,15517.01
2006-02-08,15451.21,15469.51,15327.07,15373.44,612390600,15373.44
2006-02-09,15443.43,15467.67,15371.73,15413.43,397975800,15413.43
2006-02-10,15365.39,15443.45,15355.44,15425.95,411900800,15425.95
2006-02-13,15303.04,15355.39,15267.95,15312.09,406328000,15312.09
2006-02-14,15241.66,15445.07,15240.95,15420.32,417382000,15420.32
2006-02-15,15449.14,15514.93,15316.63,15423.26,436302800,15423.26
2006-02-16,15495.8,15495.8,15436.53,15450.88,373306400,15450.88
2006-02-17,15517.92,15520.6,15437.54,15475.69,354205000,15475.69
2006-02-20,15525.74,15627.05,15525.74,15598.67,326216800,15598.67
2006-02-21,15651.74,15661.2,15567.63,15627.24,359727400,15627.24
2006-02-22,15613.86,15641.78,15584.27,15635.72,285357400,15635.72
2006-02-23,15651.78,15849.86,15611.55,15812.53,527662800,15812.53
2006-02-24,15848.5,15875.33,15779.79,15856.05,350481000,15856.05
2006-02-27,15943.64,15999.31,15890.8,15949.89,417455600,15949.89
2006-02-28,15920.49,15928.08,15824.45,15918.48,357386400,15918.48
2006-03-01,15768.21,15887.63,15768.21,15818.09,296409200,15818.09
2006-03-02,15905.94,15922.95,15836.36,15882.45,294946800,15882.45
2006-03-03,15887.67,15896.56,15802,15802,398964400,15802
2006-03-06,15812.72,15845.2,15777,15811.83,280681600,15811.83
2006-03-07,15835.47,15835.47,15560.62,15602.36,503860000,15602.36
2006-03-08,15545.42,15555.82,15348.22,15493.09,496846400,15493.09
2006-03-09,15526.09,15555.61,15458.78,15510.13,371035400,15510.13
2006-03-10,15521.4,15521.4,15397.18,15445.05,227922800,15445.05
2006-03-13,15542.79,15545.85,15469.77,15542.07,213722400,15542.07
2006-03-14,15548.13,15548.27,15461.81,15519.76,285640000,15519.76
2006-03-15,15647.43,15762.11,15647,15720.36,324151000,15720.36
2006-03-16,15753.36,15773.73,15668.34,15729.04,237243800,15729.04
2006-03-17,15778.48,15845.97,15715.41,15801.66,431043600,15801.66
2006-03-20,15868.49,15973.01,15862.9,15929.95,428078000,15929.95
2006-03-21,15911.49,15936.18,15870.73,15922.75,249834200,15922.75
2006-03-22,15790.45,15840.14,15619.14,15642.81,383483600,15642.81
2006-03-23,15689.61,15772.93,15669.47,15771.17,315598200,15771.17
2006-03-24,15778.18,15792.04,15671.63,15716.46,290918200,15716.46
2006-03-27,15743.67,15847.75,15694.11,15815.87,416034600,15815.87
2006-03-28,15824.53,15920.07,15787,15856.58,563170400,15856.58
2006-03-29,15790.43,15843.1,15729.26,15745.11,365452000,15745.11
2006-03-30,15819.42,15954.91,15819.42,15880.69,422453600,15880.69
2006-03-31,15942.73,15964.35,15739.19,15805.04,424538400,15805.04
2006-04-03,15904.97,16076.74,15877.44,16063.75,340218000,16063.75
2006-04-04,16107.22,16121.22,16039.51,16100.09,380671000,16100.09
2006-04-06,16222.29,16423.31,16190.55,16411.13,575474200,16411.13
2006-04-07,16415.52,16534.83,16328.63,16471.78,450439600,16471.78
2006-04-10,16383.58,16527.94,16374.59,16521.59,335448400,16521.59
2006-04-11,16480.86,16505.76,16381.01,16475.81,295626400,16475.81
2006-04-12,16414.37,16427.56,16260.88,16310.76,448174000,16310.76
2006-04-13,16360.16,16446.67,16308.77,16429.45,337570600,16429.45
2006-04-18,16534.9,16643.8,16533.07,16637.53,422676000,16637.53
2006-04-19,16858.03,16897.81,16780.53,16830.44,564111600,16830.44
2006-04-20,16888.88,16953.25,16753.19,16944.34,436367800,16944.34
2006-04-21,16893.52,16991.52,16808.62,16912.15,414154200,16912.15
2006-04-24,16917.61,16930.01,16678.31,16705.67,479641800,16705.67
2006-04-25,16734.83,16746.31,16547.3,16577.77,495561400,16577.77
2006-04-26,16628.6,16739.27,16539.07,16672.66,397465000,16672.66
2006-04-27,16749.48,16856.97,16728.85,16742.85,293001200,16742.85
2006-04-28,16461.6,16672.41,16429.5,16661.3,362459600,16661.3
2006-05-02,16764.59,16896.86,16744.16,16868.04,594247400,16868.04
2006-05-03,17066.98,17099.48,16970.4,17026.98,530625800,17026.98
2006-05-04,16966.24,17076.92,16966.24,17013.93,357919200,17013.93
2006-05-08,17204.25,17328.43,17204.25,17301.79,552253400,17301.79
2006-05-09,17278.87,17278.87,17118.22,17133.99,470048000,17133.99
2006-05-10,17205.35,17239.21,17018.17,17080.59,388062000,17080.59
2006-05-11,17065.96,17185.79,17010.4,17140.78,513897600,17140.78
2006-05-12,16868.86,16967.04,16845.85,16901.85,405818200,16901.85
2006-05-15,16623.35,16673.53,16455.46,16494.84,469529000,16494.84
2006-05-16,16400.66,16435.55,16247.58,16393.11,582736400,16393.11
2006-05-17,16497.91,16626.71,16421.09,16615.55,482784400,16615.55
2006-05-18,16232.16,16363.34,16177.18,16266.52,503735800,16266.52
2006-05-19,16169.78,16361.94,16155.77,16313.36,360012400,16313.36
2006-05-22,16295.37,16304.95,15790.44,15805.52,472615200,15805.52
2006-05-23,15747.4,15888.48,15691.13,15864.56,561383400,15864.56
2006-05-24,15857.21,15930.17,15673.75,15822.64,468294200,15822.64
2006-05-25,15741.81,15764.72,15626.95,15696.89,426455600,15696.89
2006-05-26,15897.28,15932.26,15814.93,15895.1,438535400,15895.1
2006-05-29,15976.27,16006.07,15919.13,15963.77,307278200,15963.77
2006-05-30,15976.37,15976.37,15840.34,15857.89,393298000,15857.89
2006-06-01,15817.82,15923.73,15605.96,15645.27,488738600,15645.27
2006-06-02,15731.82,15920.06,15677.04,15912.71,473210800,15912.71
2006-06-05,15964.31,16062.27,15943.42,16016.23,307784200,16016.23
2006-06-06,15844.92,15985.99,15824.19,15973.11,318078400,15973.11
2006-06-07,15916.77,15944.48,15776.37,15816.55,320045000,15816.55
2006-06-08,15603.11,15611.52,15419.42,15450.11,560586400,15450.11
2006-06-09,15468.83,15640.31,15405.79,15628.69,441323800,15628.69
2006-06-12,15560.71,15680.32,15498.27,15621.44,282433200,15621.44
