Date,O,H,L,C,Vol,Adj_C
2006-06-13,15417.24,15437.26,15204.86,15234.42,487668800,15234.42
2006-06-14,15238.58,15396.5,15214.69,15247.92,410959200,15247.92
2006-06-15,15419.68,15455.57,15355.43,15435.08,461480000,15435.08
2006-06-16,15807.37,15851.51,15749.46,15842.65,562540800,15842.65
2006-06-19,15759.96,15781.56,15723.36,15768.86,192452000,15768.86
2006-06-20,15709,15709,15555.24,15608.97,449964000,15608.97
2006-06-21,15599.86,15667.7,15520.42,15659.36,251937000,15659.36
2006-06-22,15859.85,15885.71,15798.6,15826.7,330942400,15826.7
2006-06-23,15729.55,15828.49,15682.81,15808.81,339210000,15808.81
2006-06-26,15756.68,15841.14,15726.81,15804.81,306761400,15804.81
2006-06-27,15827.85,15892.92,15770.92,15774.7,294448900,15774.7
2006-06-28,15632.44,15742.66,15613.2,15742.66,303054000,15742.66
2006-06-29,15890.2,15916,15844.11,15865.22,364663200,15865.22
2006-06-30,16170.79,16273.74,16125.26,16267.62,555019000,16267.62
2006-07-03,16288.59,16364.23,16234.88,16326.66,295984400,16326.66
2006-07-04,16363.15,16379.03,16312.17,16368.98,271767300,16368.98
2006-07-05,16364,16377.66,16254.69,16267.18,226094300,16267.18
2006-07-06,16141.67,16445.18,16129.65,16440.99,256690800,16440.99
2006-07-07,16497.9,16497.9,16399.48,16459.78,216761800,16459.78
2006-07-10,16376.82,16606.62,16338.9,16603.81,223312300,16603.81
2006-07-11,16512.24,16568.62,16477.46,16490.13,343592700,16490.13
2006-07-12,16507.72,16552.64,16435.61,16522.21,197578800,16522.21
2006-07-13,16490.48,16557.97,16288.43,16305.48,324527800,16305.48
2006-07-14,16123.96,16159.09,16062.6,16135.71,296680300,16135.71
2006-07-17,15980.5,16104.15,15948.76,16064.82,231710500,16064.82
2006-07-18,16035,16109.7,15966.44,16043.94,240536700,16043.94
2006-07-19,16069.8,16171.12,16062.58,16097.54,169546200,16097.54
2006-07-20,16418.14,16481.17,16390.28,16472.62,316291000,16472.62
2006-07-21,16406.78,16483.23,16376.03,16464.18,375659400,16464.18
2006-07-24,16376.38,16484.97,16354.44,16480.59,251868300,16480.59
2006-07-25,16668.63,16671.39,16580.64,16583.86,318878400,16583.86
2006-07-26,16584.49,16623.46,16566.39,16617.24,235033400,16617.24
2006-07-27,16713.04,16924.22,16713.04,16916.77,426090700,16916.77
2006-07-28,16935,17034.55,16918.79,16955.04,325931200,16955.04
2006-07-31,17103.44,17114.2,16965.2,16971.34,263546300,16971.34
2006-08-01,16990.22,16990.22,16907.38,16911.37,211895000,16911.37
2006-08-02,16887.68,17085.65,16872.71,17032.75,335435400,17032.75
2006-08-03,17073.44,17097.84,17011.61,17048.42,314784500,17048.42
2006-08-04,17049.96,17096.41,16867.95,16887.8,290811800,16887.8
2006-08-07,16927.74,16961.26,16811.42,16953.55,216714100,16953.55
2006-08-08,17056.57,17066.45,16994.56,17048.2,265395900,17048.2
2006-08-09,16996,17349.99,16959.01,17346.58,353961200,17346.58
2006-08-10,17322.52,17349.8,17211.96,17222.14,291538300,17222.14
2006-08-11,17255.23,17323.49,17211.47,17249.95,240485900,17249.95
2006-08-14,17280.07,17303.17,17215.01,17290.01,205380100,17290.01
2006-08-15,17274.51,17295.3,17242.84,17274.07,189984200,17274.07
2006-08-16,17406.62,17473.73,17349.88,17451.03,319270700,17451.03
2006-08-17,17501.95,17506.21,17329.05,17373.05,358907400,17373.05
2006-08-18,17381.42,17413.96,17316.13,17330.7,260812800,17330.7
2006-08-21,17326.38,17329.68,16996.76,17007.88,317411200,17007.88
2006-08-22,17096.51,17155.6,17037.23,17149.75,244744100,17149.75
2006-08-23,17101.12,17111.75,17010.31,17088.39,194206800,17088.39
2006-08-24,16970.98,17040.22,16870.7,16883.04,322874300,16883.04
2006-08-25,16958.28,17005.44,16894.12,16955.45,261221000,16955.45
2006-08-28,16955.88,16998.71,16911.52,16922.29,203537200,16922.29
2006-08-29,17003.56,17102.45,16998.99,17083.28,250214600,17083.28
2006-08-30,17147.76,17289.26,17134.92,17284.71,430751800,17284.71
2006-08-31,17395.54,17422.83,17356.83,17392.27,487228900,17392.27
2006-09-01,17373.17,17514.31,17311.41,17423.72,389951500,17423.72
2006-09-04,17504.33,17538.59,17476.6,17513.88,307024000,17513.88
2006-09-05,17523.81,17523.81,17404.67,17438.8,228720800,17438.8
2006-09-06,17445.98,17445.98,17208.93,17258.51,318450700,17258.51
2006-09-07,17099.91,17133.52,17044.93,17096.44,399343200,17096.44
2006-09-08,17071.18,17171.54,17070.91,17145.76,396274600,17145.76
2006-09-11,17141.61,17158.22,16929.71,16948.59,822556800,16948.59
2006-09-12,16932.29,17128.87,16921.53,17075.4,428789000,17075.4
2006-09-13,17221,17235.41,17173.82,17210.04,538815900,17210.04
2006-09-14,17274.67,17304.74,17142.71,17183.45,747969600,17183.45
2006-09-15,17179.09,17246.89,17143.24,17237.65,497798400,17237.65
2006-09-18,17253.7,17423.9,17253.02,17387.21,527369400,17387.21
2006-09-19,17411.93,17426.47,17314.63,17346.7,604377700,17346.7
2006-09-20,17232.2,17523.48,17220.78,17512.96,921311200,17512.96
2006-09-21,17546.56,17663.44,17539.56,17619.97,1161323100,17619.97
2006-09-22,17526.34,17639.13,17511.96,17600.65,816864700,17600.65
2006-09-25,17546.04,17683.45,17539.81,17546.04,554085100,17546.04
2006-09-26,17614.29,17614.29,17277.75,17308.08,553720400,17308.08
2006-09-27,17478.25,17540.67,17402.13,17521.51,563790300,17521.51
2006-09-28,17565.93,17604.91,17506.24,17530.57,815714300,17530.57
2006-09-29,17559.67,17589.57,17350.79,17543.05,585264500,17543.05
2006-10-03,17490.51,17648.71,17428.1,17606.53,1356757200,17606.53
2006-10-04,17637.2,17687.2,17535.83,17629.21,1023470000,17629.21
2006-10-05,17897.93,17940.49,17810.07,17907.67,803488300,17907.67
2006-10-06,17901.06,17931.73,17848.72,17903.39,578815400,17903.39
2006-10-09,17876.04,17876.04,17589.12,17675.24,561382500,17675.24
2006-10-10,17780.3,17852.36,17751.95,17823.7,503691300,17823.7
2006-10-11,17856.6,17875.62,17740.79,17862.79,721727200,17862.79
2006-10-12,17896.43,17948.13,17835.65,17873.09,1102474700,17873.09
2006-10-13,18049.83,18067.58,17949.59,17988.86,1719400400,17988.86
2006-10-16,18067.2,18069.49,17958.1,18010.2,760911900,18010.2
2006-10-17,17965.35,18074.29,17823.33,18014.84,744363900,18014.84
2006-10-18,17910.01,18048.09,17881.78,18048.09,452401800,18048.09
2006-10-19,18053.9,18070.76,17938.01,17986.97,439090800,17986.97
2006-10-20,18012.61,18148.04,18012.61,18113.55,815419100,18113.55
2006-10-23,18170.22,18170.33,18066.11,18089.85,620706100,18089.85
2006-10-24,18136.18,18173.43,18121.7,18153.41,508900700,18153.41
2006-10-25,18150.89,18168.99,18106.11,18157.94,524809100,18157.94
2006-10-26,18267.42,18378.84,18240.6,18353.74,771033500,18353.74
2006-10-27,18400.81,18465.54,18232.64,18297.55,997605800,18297.55
2006-10-31,18196.04,18336.45,18152.91,18324.35,576848300,18324.35
2006-11-01,18376.39,18494.95,18376.39,18453.65,603384200,18453.65
2006-11-02,18495.29,18724.91,18397.33,18714.78,619279600,18714.78
2006-11-03,18696.58,18771.01,18646.16,18749.69,536153300,18749.69
2006-11-06,18702.25,18940.8,18694.13,18936.55,502709900,18936.55
2006-11-07,19102.88,19161.38,18855.88,18939.31,838438100,18939.31
2006-11-08,18933.47,18994.98,18750.78,18811.24,1143023300,18811.24
2006-11-09,18885.22,18993.4,18866.01,18952.86,1000762500,18952.86
2006-11-10,18958.06,18976.15,18861.94,18891.14,1046619800,18891.14
2006-11-13,18763.44,18902.2,18717.61,18868.54,1176664500,18868.54
2006-11-14,18889.92,18989.51,18759.34,18878.42,1532391200,18878.42
2006-11-15,18940.02,19106.83,18926.31,19093,1532407700,19093
2006-11-16,19162.9,19237.73,19048.04,19154.07,1201291600,19154.07
2006-11-17,19125.92,19214.6,19097.32,19182.71,918567200,19182.71
2006-11-20,19030.36,19133.52,18928.58,18954.63,826235900,18954.63
2006-11-21,19002.07,19064.07,18959.81,19008.3,586462800,19008.3
2006-11-22,19102.26,19256.99,19075.32,19250.79,915517600,19250.79
2006-11-23,19345.03,19404.01,19244.32,19265.32,969976700,19265.32
2006-11-24,19206.45,19315.73,19195.9,19260.3,644888700,19260.3
2006-11-27,19263.86,19328.12,19122.39,19204.01,806258900,19204.01
2006-11-28,18996.84,18998.08,18618.66,18639.53,1284478900,18639.53
2006-11-29,18730.49,18843.48,18687.27,18780.93,1154443500,18780.93
2006-11-30,18944.56,19033.4,18923.63,18960.48,761645100,18960.48
2006-12-01,18922.53,18945.4,18650.5,18690.82,815023100,18690.82
2006-12-04,18654.07,18768.63,18587.72,18702.73,1166542800,18702.73
2006-12-05,18880.81,18949.92,18794.18,18944.19,1097018600,18944.19
2006-12-06,18988.14,19131.22,18937.61,19026.36,1334971800,19026.36
2006-12-07,19023.75,19048.41,18783.3,18842.99,930195500,18842.99
2006-12-08,18775.47,18799.25,18666.89,18739.99,915151000,18739.99
2006-12-11,18811.85,18965.73,18811.85,18924.66,991829700,18924.66
2006-12-12,19010.16,19015.7,18819.99,18907.17,796680000,18907.17
2006-12-13,18867.67,18870.45,18623.61,18718.19,1071922300,18718.19
2006-12-14,18806.71,18954.94,18774.43,18919.4,850261100,18919.4
2006-12-15,19080.29,19126.7,19014.27,19110.65,1016363000,19110.65
2006-12-18,19094.63,19216.54,19046.92,19192.91,1099128400,19192.91
2006-12-19,19162.98,19180.3,18905.44,18964.55,1018232400,18964.55
2006-12-20,19109.85,19273.77,19108.45,19240.12,1225335100,19240.12
2006-12-21,19249.19,19276.32,19157.85,19222.84,1329756800,19222.84
2006-12-22,19227.24,19320.52,19197.73,19320.52,821757200,19320.52
2006-12-28,19742.79,20038.23,19686.81,20001.91,1749890400,20001.91
2006-12-29,20049.03,20049.03,19885.25,19964.72,1390983100,19964.72
2007-01-02,20004.84,20323.59,19990.28,20310.18,1264596800,20310.18
2007-01-03,20353.42,20554.58,20249.61,20413.39,1673968900,20413.39
2007-01-04,20415.67,20463.18,19948.02,20025.58,2130510200,20025.58
2007-01-05,19890.15,20213.64,19757.24,20211.28,1959114400,20211.28
2007-01-08,19915,20085.58,19844.31,20029.66,1438589300,20029.66
2007-01-09,20162.54,20173.06,19794.29,19898.08,1524412800,19898.08
2007-01-10,19665.4,19693.7,19507.97,19568.34,1684164000,19568.34
2007-01-11,19653.02,19697.58,19350.5,19385.37,1436329900,19385.37
2007-01-12,19628.82,19680.63,19523.76,19613.41,1486034100,19613.41
2007-01-15,19776.13,20073.29,19746.07,20068.56,1252411300,20068.56
2007-01-16,20130.55,20133.49,19938.2,20027.95,1026767900,20027.95
2007-01-17,19917.49,20122.43,19841.16,20064.57,1117662100,20064.57
2007-01-18,20064.75,20297.41,20002.77,20277.51,1354156400,20277.51
2007-01-19,20215.55,20337.93,20189.36,20327.72,1025928300,20327.72
2007-01-22,20501.45,20779.52,20487.6,20772.22,1019021700,20772.22
2007-01-23,20743.85,20810.79,20589.42,20769.7,1409621100,20769.7
2007-01-24,20950.94,20971.46,20725.48,20821.05,1053436000,20821.05
2007-01-25,20889.74,20897.55,20610.22,20669.83,918331200,20669.83
2007-01-26,20457.48,20457.48,20204.67,20281.13,1539136300,20281.13
2007-01-29,20317.39,20366.71,20197.6,20236.68,680469300,20236.68
2007-01-30,20281.93,20465.46,20165.22,20460.46,626581300,20460.46
2007-01-31,20463.82,20507.68,20008.6,20106.42,997395300,20106.42
2007-02-01,20251.57,20496.81,20176.62,20430.16,1071631200,20430.16
2007-02-02,20544.33,20704.1,20468.84,20563.68,945602500,20563.68
2007-02-05,20514.83,20645.82,20409.16,20455.62,819094000,20455.62
2007-02-06,20511.78,20712.32,20438.36,20655.2,848211100,20655.2
2007-02-07,20716.59,20739.01,20598.03,20679.69,1088530300,20679.69
2007-02-08,20475.88,20763.57,20318.99,20735.05,1525211600,20735.05
2007-02-09,20746.95,20771.09,20593.76,20677.66,772407000,20677.66
2007-02-12,20534.43,20696.65,20488.82,20593.41,813622500,20593.41
2007-02-13,20523.91,20523.91,20127.12,20132.25,953727400,20132.25
2007-02-14,20302.2,20330.37,20184.69,20209.91,686788500,20209.91
2007-02-15,20466.65,20570.14,20398.45,20538.42,845067500,20538.42
2007-02-16,20545.93,20588.18,20458.01,20567.91,709936300,20567.91
2007-02-21,20649.72,20677.29,20540.32,20651.42,749988900,20651.42
2007-02-22,20748.46,20829.66,20740.33,20809.23,795301400,20809.23
2007-02-23,20844.25,20844.25,20547.44,20711.65,874084000,20711.65
2007-02-26,20520.45,20581.42,20474.41,20507.95,782347000,20507.95
2007-02-27,20500.88,20500.88,20042.3,20147.87,1412425800,20147.87
2007-02-28,19426.95,19749.59,19381.88,19651.51,2038333200,19651.51
2007-03-01,19581.86,19643.41,19346.6,19346.6,1474434200,19346.6
2007-03-02,19386.57,19560.52,19355.63,19442.01,1132374600,19442.01
2007-03-05,19137.36,19164.35,18659.23,18664.88,1986020800,18664.88
2007-03-06,18899.21,19080.34,18876.62,19058.56,1606525700,19058.56
2007-03-07,19188.22,19239.92,18910.24,18918.64,1453798600,18918.64
2007-03-08,18924.28,19191.1,18909.07,19175.17,1240695700,19175.17
2007-03-09,19259.1,19259.1,19065.03,19134.88,1765809600,19134.88
2007-03-12,19252.37,19470.37,19220.51,19442.42,1720489200,19442.42
2007-03-13,19397.04,19442.52,19251.2,19333.14,1336198500,19333.14
2007-03-14,18803.07,18888.4,18738.51,18836.93,2054887200,18836.93
2007-03-15,19029.21,19054.94,18932.46,18969.44,898691400,18969.44
2007-03-19,19006.15,19267.83,18967.41,19266.74,1292261700,19266.74
2007-03-20,19430.7,19463.9,19332.6,19356.9,1021294300,19356.9
2007-03-21,19380.98,19537.09,19270.72,19516.41,977841600,19516.41
2007-03-22,19757.73,19813.21,19621.26,19690.25,1650390800,19690.25
2007-03-23,19665.05,19729.49,19634.11,19692.64,1073216700,19692.64
2007-03-26,19719.88,19819.04,19653.73,19765.85,780644700,19765.85
2007-03-27,19749.81,19768.32,19661.86,19706.79,920278300,19706.79
2007-03-28,19664.88,19729.31,19459.19,19553.87,1198488800,19553.87
2007-03-29,19470.42,19832.14,19460.36,19821.78,1914517600,19821.78
2007-03-30,19810.86,19880.26,19705.56,19800.93,938595500,19800.93
2007-04-02,19900.01,19976.81,19672.94,19809.7,848491800,19809.7
2007-04-03,19903.89,20021.03,19903.89,20002.7,837020200,20002.7
2007-04-04,20187.67,20210.84,20099.85,20209.71,1526199700,20209.71
2007-04-10,20416.54,20416.54,20248.04,20347.87,1327698500,20347.87
2007-04-11,20427.95,20502.17,20278.84,20449.43,1485648200,20449.43
2007-04-12,20360.32,20428.6,20293.33,20380.21,1723266400,20380.21
2007-04-13,20413.48,20432.01,20264.99,20340.97,1643673600,20340.97
2007-04-16,20493.26,20765.4,20489.91,20757.53,1761272800,20757.53
2007-04-17,20804.92,20816.11,20635.63,20788.61,1813650800,20788.61
2007-04-18,20868.07,20868.07,20718.72,20777.09,1990598800,20777.09
2007-04-19,20615.42,20634.9,20232.81,20299.71,2153180400,20299.71
2007-04-20,20495.83,20567.34,20474.31,20566.59,1825297600,20566.59
2007-04-23,20710.38,20757.41,20529.07,20556.57,1269192100,20556.57
2007-04-24,20455.35,20618.01,20396.37,20572.8,1220512600,20572.8
2007-04-25,20484.18,20621.68,20417.59,20536.78,1111525800,20536.78
2007-04-26,20672.49,20778.44,20651.29,20667.29,1327995300,20667.29
2007-04-27,20557.07,20619.11,20425.57,20526.5,1115647800,20526.5
2007-04-30,20525.96,20525.96,20130.11,20318.98,1232504000,20318.98
2007-05-02,20384.03,20483.24,20351.26,20388.49,1118175200,20388.49
2007-05-03,20582.41,20739.03,20555.57,20681.58,1119150600,20681.58
2007-05-04,20865.06,20883.21,20714.82,20841.08,1261919000,20841.08
2007-05-07,20933.99,21070.21,20891.06,20896.64,1355037900,20896.64
2007-05-08,20850.07,20880.7,20662.6,20706.35,1137024700,20706.35
2007-05-09,20704.37,20844.78,20677.81,20844.78,912644700,20844.78
2007-05-10,20729.52,20821.86,20683.3,20746.27,1187355000,20746.27
2007-05-11,20469.49,20552.56,20420.12,20468.21,1440580100,20468.21
2007-05-14,21036.62,21065.59,20870.01,20979.24,2746175200,20979.24
2007-05-15,20985.93,21088.86,20826.93,20868.15,1830068800,20868.15
2007-05-16,20854.09,20953.24,20784.25,20937.26,1082991000,20937.26
2007-05-17,21042.67,21084.23,20944.15,20994.61,1084692600,20994.61
2007-05-18,20882.87,20904.84,20769.1,20904.84,1294134700,20904.84
2007-05-21,20963.52,21055.11,20922.35,20927.75,1483071700,20927.75
2007-05-22,20996.99,21020.42,20782.38,20843.92,1351403300,20843.92
2007-05-23,20838.36,20888.14,20767.68,20798.97,920817100,20798.97
2007-05-25,20553.78,20566.26,20474.03,20520.66,1601243700,20520.66
2007-05-28,20594.14,20619.16,20503.87,20529.76,998483000,20529.76
2007-05-30,20342.96,20403.36,20184.48,20293.76,1831418800,20293.76
2007-05-31,20405.95,20673.4,20354.66,20634.47,1885289000,20634.47
2007-06-01,20717.27,20793.38,20598.85,20602.87,1668128500,20602.87
2007-06-04,20698.99,20821.91,20638.7,20729.59,1385369100,20729.59
2007-06-05,20820.48,20878.09,20615.96,20842.15,1628208800,20842.15
2007-06-06,20850.26,20943.94,20803.22,20818.61,1225409700,20818.61
2007-06-07,20637.9,20838.44,20600.37,20800.16,1456509300,20800.16
2007-06-08,20531.85,20536.17,20433.52,20509.15,1947561200,20509.15
2007-06-11,20649.05,20673.9,20591.42,20615.49,1034142700,20615.49
2007-06-12,20654.47,20664.85,20511.03,20636.39,989052500,20636.39
2007-06-13,20527.27,20628.06,20520.67,20578.75,1040542700,20578.75
2007-06-14,20714.86,20924.81,20714.86,20867.26,2314377200,20867.26
2007-06-15,21024.32,21052.95,20917.64,21017.05,2893956800,21017.05
2007-06-18,21256.29,21585.03,21256.29,21582.89,3890428000,21582.89
2007-06-20,21645.06,21897.58,21644.12,21684.67,3363787200,21684.67
2007-06-21,21784.12,21969.26,21714.95,21954.67,2357828000,21954.67
2007-06-22,21879.5,22052.85,21788.15,21999.91,2095707600,21999.91
2007-06-25,21884.1,22085.59,21814.46,21822.35,1598811300,21822.35
2007-06-26,21800.77,21950.02,21755.29,21803.57,1552691700,21803.57
2007-06-27,21775.18,21800.49,21562,21705.56,2007429600,21705.56
2007-06-28,21912.79,22035.42,21885.53,21938.22,2522367000,21938.22
2007-06-29,21997.25,22044.68,21768.76,21772.73,1621418900,21772.73
2007-07-03,22004.14,22159.52,21960.76,22151.14,1882466600,22151.14
2007-07-04,22279.83,22307.6,22131.24,22218.55,1890965200,22218.55
2007-07-05,22272.81,22328.61,22126.97,22252.99,2014864600,22252.99
2007-07-06,22217.46,22565.43,22081.35,22531.74,2258576800,22531.74
2007-07-09,22719.99,22818.32,22601.65,22817.43,2780795000,22817.43
2007-07-10,22833.47,22889.61,22718.13,22885.84,3951114400,22885.84
2007-07-11,22655.38,22850.4,22539.7,22607.02,3298317200,22607.02
2007-07-12,22797.75,22975.81,22773.71,22809.02,2265775600,22809.02
2007-07-13,23199.06,23239.92,23048.69,23099.29,1952540400,23099.29
2007-07-16,23098.66,23128.56,22932.3,22953.94,1338833600,22953.94
2007-07-17,22915.79,23148.26,22915.79,23057.3,1557914200,23057.3
2007-07-18,22956.97,23035.8,22782.63,22841.92,2212038000,22841.92
2007-07-19,22864.75,23024.5,22817.92,23016.2,1915786800,23016.2
2007-07-20,23195.41,23301.93,23118.67,23291.9,1810894600,23291.9
2007-07-23,23170.35,23389.94,23152.54,23365.56,1564566200,23365.56
2007-07-24,23459.74,23534.38,23410.54,23472.88,1757468800,23472.88
2007-07-25,23228.56,23439.83,23228.56,23362.18,1877575800,23362.18
2007-07-26,23494.04,23557.74,23127.8,23211.69,1718400800,23211.69
2007-07-27,22647.11,22854.54,22443.1,22570.41,2901376000,22570.41
2007-07-30,22478.77,22759.49,22473.92,22739.9,1662312000,22739.9
2007-07-31,23023.43,23199.9,22881.97,23184.94,1757683600,23184.94
2007-08-01,23018.2,23025.14,22209.79,22455.36,2848057800,22455.36
2007-08-02,22730.4,22767.47,22144.73,22443.25,2099184800,22443.25
2007-08-03,22625.38,22644.58,22356.3,22538.44,1787588400,22538.44
2007-08-06,22128.06,22147.42,21916.7,21936.73,2154530000,21936.73
2007-08-07,22171.9,22177.8,21833.14,21907.99,1593419300,21907.99
2007-08-08,22102.76,22540.3,22100.34,22536.67,1987081200,22536.67
2007-08-09,22715.08,22796.73,22425.07,22439.36,1874306000,22439.36
2007-08-10,21797.39,21860.13,21661.05,21792.71,1987805800,21792.71
2007-08-13,21932,21969.45,21692.16,21891.1,1535625600,21891.1
2007-08-14,21886.26,22012.04,21836.1,22007.32,1157004500,22007.32
2007-08-15,21637.5,21637.5,21303.35,21375.72,2057828000,21375.72
2007-08-16,20841.23,20841.23,20435.15,20672.39,3139792200,20672.39
2007-08-17,20761.31,20761.31,19386.72,20387.13,4215404800,20387.13
2007-08-20,21140.73,21608.34,20901.64,21595.63,3730032400,21595.63
2007-08-21,22228.24,22616.85,21651.4,21729.35,4533189600,21729.35
2007-08-22,21949.39,22360.03,21854.22,22346.88,2207457200,22346.88
2007-08-23,23055.12,23063.93,22771.85,22966.97,3440616800,22966.97
2007-08-24,22718.54,22933.8,22629.49,22921.89,3329042000,22921.89
2007-08-27,23358.38,23582.66,23285.71,23577.73,3614924000,23577.73
2007-08-28,23750.25,23750.25,23304.64,23363.76,2876847200,23363.76
2007-08-29,22802.83,23110.26,22686.84,23020.6,2609888400,23020.6
2007-08-30,23509.98,23583.49,23376.68,23484.54,2371589600,23484.54
2007-08-31,23584.66,24089,23487.07,23984.14,3266675800,23984.14
2007-09-03,23611.02,23915.05,23611.02,23904.09,1703323600,23904.09
2007-09-04,23937.46,24127.16,23855.11,23886.07,1982756400,23886.07
2007-09-05,24196.59,24283.15,23839,24069.17,1817528800,24069.17
2007-09-06,23857.97,24089.06,23853.05,24050.4,1588676700,24050.4
2007-09-07,24036.36,24135.24,23881.72,23982.61,2604931200,23982.61
2007-09-10,23584.07,24123.66,23578.11,23999.7,2092794400,23999.7
2007-09-11,24000.18,24157.36,23753.35,23952.24,1687589200,23952.24
2007-09-12,24195.38,24329.2,24088.11,24310.14,1733983200,24310.14
2007-09-13,24475.97,24552.18,24216.41,24537.02,1378258500,24537.02
2007-09-14,24750.04,24978.61,24715.74,24898.11,2032464400,24898.11
2007-09-17,24977.42,24977.42,24544.74,24599.34,1338753200,24599.34
2007-09-18,24503.83,24599.31,24368.65,24576.85,1397510500,24576.85
2007-09-19,25511.36,25648.44,25286.92,25554.64,3122521200,25554.64
2007-09-20,25638.31,25773.6,25571.15,25701.13,3257486000,25701.13
2007-09-21,25659.96,25893.2,25554.54,25843.78,2553639200,25843.78
2007-09-24,26002.1,26635.27,25994.78,26551.94,3199786800,26551.94
2007-09-25,26388.86,26667.24,26236.73,26430.29,2863169000,26430.29
2007-09-27,26664.79,27166.01,26664.79,27065.15,3126894000,27065.15
2007-09-28,27126.13,27254.97,26899.48,27142.47,3152613400,27142.47
2007-10-02,27816.92,28256.8,27795.55,28199.75,4002011600,28199.75
2007-10-03,28163.27,28871.04,27245.48,27479.94,4924128800,27479.94
2007-10-04,27108.27,27423.11,26746.63,26973.98,2888225200,26973.98
2007-10-05,27329.65,27843.59,27203.91,27831.52,2411382800,27831.52
2007-10-08,28233.3,28482.42,27651.21,27770.29,3766163600,27770.29
2007-10-09,27817.11,28238.31,27491.93,28228.04,2439227200,28228.04
2007-10-10,28654.95,28771.47,28292.9,28569.33,4380341600,28569.33
2007-10-11,28689.73,29133.76,28609.68,29133.02,3820197200,29133.02
2007-10-12,28773.06,28935.67,28368.69,28838.37,3266952400,28838.37
2007-10-15,29147.84,29561.98,28767.41,29540.78,2642580000,29540.78
2007-10-16,29238.29,29920.25,28884.23,28954.55,3997664400,28954.55
2007-10-17,28674.27,29310.78,28484.2,29298.71,2589862400,29298.71
2007-10-18,30013.48,30025.07,29265.47,29465.05,2831341800,29465.05
2007-10-22,28336.97,28760.55,28336.97,28373.63,3018814400,28373.63
2007-10-23,28726.96,29418.99,28718.55,29376.86,2795762000,29376.86
2007-10-24,29810.38,29997.01,29290.72,29333.53,3174397200,29333.53
2007-10-25,29660.47,29943.39,29314.22,29854.49,3462843200,29854.49
2007-10-26,30215.2,30562.63,29932.64,30405.22,3197373800,30405.22
2007-10-29,30986.22,31604.5,30986.22,31586.9,3541612000,31586.9
2007-10-30,31361.91,31958.41,31361.91,31638.22,4108553600,31638.22
2007-10-31,31530.96,31556.05,31159.54,31352.58,3478840400,31352.58
2007-11-01,31783.47,31897.49,31342.05,31492.88,3724636400,31492.88
2007-11-02,30580.07,30922.31,30366.69,30468.34,3254858600,30468.34
2007-11-05,30165.78,30356.79,28920.3,28942.32,3222309800,28942.32
2007-11-06,29220.04,29470.97,28479.03,29438.13,3051484800,29438.13
2007-11-07,30054.08,30195.64,29596.18,29708.93,2510212400,29708.93
2007-11-08,28758.72,29009.37,28545.7,28760.22,2681636000,28760.22
2007-11-09,28510.53,29249.95,28408.53,28783.41,2419004400,28783.41
2007-11-12,28061.45,28071.53,27468,27665.73,2892817600,27665.73
2007-11-13,27561.57,28010.97,26952.94,27803.35,3265975600,27803.35
2007-11-14,28787.4,29175.26,28622.97,29166.01,2952928000,29166.01
2007-11-15,29078.21,29249.99,28730.3,28751.21,1852771200,28751.21
2007-11-16,28037.18,28120.42,27496.15,27614.43,2922845600,27614.43
2007-11-19,27628.97,27801.53,27300.29,27460.17,1637290100,27460.17
2007-11-20,26583.64,27851.31,26404.28,27771.21,2942625200,27771.21
2007-11-21,27277.72,27303.91,26500.54,26618.19,2567952600,26618.19
2007-11-22,26318.21,27003.87,25861.73,26004.92,2503394600,26004.92
2007-11-23,26484.74,26723.34,26305.45,26541.09,1759658800,26541.09
2007-11-26,27398.53,27643.56,27311.88,27626.62,2287869600,27626.62
2007-11-27,26704.76,27552.34,26637.61,27210.21,3300463600,27210.21
2007-11-28,27315.93,27455.81,27028.67,27371.24,1596671500,27371.24
2007-11-29,28337.11,28667.27,28114.68,28482.54,3118243600,28482.54
2007-11-30,28604.68,28792.3,28436.71,28643.61,1761234000,28643.61
2007-12-03,28825.03,29119.73,28658.42,28658.42,1481711900,28658.42
2007-12-04,28544.18,29020.79,28544.18,28879.59,1117774100,28879.59
2007-12-05,28942.23,29411.39,28712.47,29345.45,2070443600,29345.45
2007-12-06,29769.15,29889.35,29530.32,29558.92,2528759200,29558.92
2007-12-07,29890.64,29962.93,28838.94,28842.47,2621580800,28842.47
2007-12-10,29017.7,29137.89,28445.67,28501.1,2767030400,28501.1
2007-12-11,28947.7,29235.21,28726.13,29226.84,1822510400,29226.84
2007-12-12,28611.64,28777.28,28343.21,28521.06,2741144200,28521.06
2007-12-13,28518.78,28604.17,27606.23,27744.45,2962956000,27744.45
2007-12-14,27708.31,27813.82,27245.17,27563.64,2426898000,27563.64
2007-12-17,27236.45,27245.51,26551.37,26596.58,2406723800,26596.58
2007-12-18,26515.09,26912.29,26093.96,26732.87,2245734800,26732.87
2007-12-19,26880.09,27214.65,26670.85,27029.26,1637051800,27029.26
2007-12-20,27034.6,27203.89,26957.65,27017.09,1421535300,27017.09
2007-12-21,27192.8,27670.31,27192.8,27626.92,1608493800,27626.92
2007-12-24,27965.25,28191.26,27954.28,28128.8,1238054500,28128.8
2007-12-27,28337.47,28343.39,27842.93,27842.93,1551931300,27842.93
2007-12-28,27511.54,27678.4,27296.86,27370.6,1772085800,27370.6
